Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	extinction_observed[3]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	speciation_observed[3]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]
113100	-4018.581	-4059.811	41.23046	0.00100897	0.0660064	1.37261e-06	0.00124099	0.0811853	1.68826e-06	0.896877	1.10312	0.1534359	0.901684	1.10904	0.00112498	0.0735959	1.53044e-06	0.0004391075	0.000439107	0.000439107	0.372567	0.269154	0.116126	0.100417	0.0705778	0.0711579	0.0219608	0.0917592	0.0412659	0.0298996	0.12493	0.0561834	0.84692	1.15308	0.2287545	0.857021	1.16683	0.0259302	0.108345	0.0487247	0.00157678	0.00213701	0.00421161	0.00123404	0.00801383	0.00803273
113200	-4021.537	-4059.183	37.64596	7.37136e-07	0.0187139	1.56945e-05	1.43204e-06	0.0363557	3.04899e-05	0.679645	1.32035	0.4922864	0.717457	1.39381	1.08459e-06	0.0275348	2.30922e-05	0.0009476629	0.000947663	0.000947663	0.0476247	0.0861007	0.195404	0.173671	0.0665578	0.430642	0.000400824	0.00177361	0.00101515	0.02184	0.0966401	0.0553136	0.0360439	1.96396	2.963705	0.135472	7.38159	0.0111204	0.0492069	0.0281644	0.0002232	0.000762565	0.0060679	0.00312931	0.011519	0.00741264
113300	-4029.133	-4057.717	28.58454	0.000314145	0.082978	2.25444e-05	0.000471435	0.124524	3.38322e-05	0.799779	1.20022	0.3009133	0.816309	1.22503	0.00039279	0.103751	2.81883e-05	0.0006758602	0.00067586	0.00067586	0.121375	0.369364	0.0269793	0.219313	0.117634	0.145335	0.00189089	0.00986048	0.00356718	0.0291328	0.151919	0.0549592	0.1219	1.8781	2.027321	0.254767	3.92516	0.0155118	0.0808899	0.0292632	0.00290872	0.00324288	0.00401369	0.00507881	0.0117779	0.00443517
113400	-4025.095	-4060.849	35.75457	0.000667373	0.019295	1.56294e-05	0.000920605	0.0266164	2.15599e-05	0.840532	1.15947	0.2384632	0.851427	1.1745	0.000793989	0.0229557	1.85947e-05	0.00113545	0.00113545	0.00113545	0.0796186	0.00575053	0.65185	0.0210575	0.0901514	0.151572	0.0146326	0.0336118	0.021104	0.0375862	0.0863377	0.0542093	0.560433	1.43957	0.6993342	0.623945	1.60271	0.0261094	0.0599748	0.0376566	0.00130584	0.00241767	0.00451824	0.0102117	0.00701701	0.00241081
113500	-4026.991	-4058.693	31.70252	4.71202e-05	0.0264717	0.00412468	0.0001881	0.105673	0.0164654	0.400647	1.59935	1.026164	0.500505	1.99798	0.00011761	0.0660724	0.010295	0.001482443	0.00148244	0.00148244	0.0599842	0.0879572	0.0427801	0.168922	0.45611	0.184247	0.0048643	0.0239228	0.0123943	0.0278257	0.136848	0.0709001	0.297602	1.7024	1.292856	0.418107	2.39173	0.016345	0.0803853	0.0416472	0.000539613	0.00197113	0.00466949	0.000630371	0.00797371	0.00891594
113600	-4018.755	-4059.489	40.73394	8.50835e-07	0.0848155	5.23147e-05	1.28846e-06	0.128441	7.92229e-05	0.795434	1.20457	0.3076308	0.812618	1.23059	1.06965e-06	0.106628	6.57688e-05	0.0003063662	0.000306366	0.000306366	0.0267609	0.291201	0.0031686	0.0900832	0.0731268	0.515659	0.0105218	0.0445698	0.014837	0.040025	0.169543	0.05644	0.41632	1.58368	0.9904171	0.51272	1.95038	0.0252734	0.107057	0.0356385	0.00106882	0.00348498	0.00524606	0.00437006	0.00544379	0.00734969
113700	-4019.601	-4062.332	42.7311	5.28386e-06	0.0109206	7.84283e-05	7.04324e-06	0.0145569	0.000104543	0.857275	1.14273	0.2130596	0.866142	1.15455	6.16355e-06	0.0127388	9.14856e-05	0.001827564	0.00182756	0.00182756	0.0718654	0.194376	0.122219	0.214175	0.0446905	0.352674	0.0181184	0.0503185	0.0372574	0.0277913	0.0771821	0.0571482	0.789305	1.21069	0.3171257	0.807431	1.2385	0.0229548	0.0637503	0.0472028	9.92214e-05	0.00231455	0.00565745	0.00285861	0.00844253	0.00582934
113800	-4015.39	-4055.105	39.71499	5.41975e-06	0.0193483	6.0469e-06	1.7351e-05	0.0619424	1.93587e-05	0.476028	1.52397	0.8625762	0.558892	1.78925	1.13854e-05	0.0406454	1.27028e-05	0.0001526382	0.000152638	0.000152638	0.0428802	0.055313	0.351371	0.0301788	0.515942	0.00431436	0.0230433	0.0843769	0.0348324	0.033469	0.122552	0.0505919	0.815515	1.18448	0.2766855	0.829758	1.20517	0.0282561	0.103465	0.0427121	0.000765438	0.00148199	0.00520498	0.00998208	0.00778065	0.00288125
113900	-4027.718	-4061.236	33.51753	6.29078e-05	0.0486938	0.000378377	0.000100068	0.0774579	0.000601889	0.771988	1.22801	0.3440987	0.792874	1.26123	8.1488e-05	0.0630759	0.000490133	1.615813e-05	1.61581e-05	1.61581e-05	0.036908	0.401192	0.110355	0.0414364	0.0287765	0.381331	0.0218103	0.071882	0.0410241	0.0312727	0.103068	0.0588225	0.821743	1.17826	0.2671375	0.835119	1.19743	0.0265415	0.087475	0.0499233	0.00336395	0.00288262	0.00546101	0.00117231	0.00900764	0.00719847
114000	-4025.184	-4061.669	36.48556	4.44017e-05	0.0978682	1.20685e-05	4.84675e-05	0.10683	1.31737e-05	0.956219	1.04378	0.06495066	0.957137	1.04478	4.64346e-05	0.102349	1.26211e-05	0.000891879	0.000891879	0.000891879	0.394077	0.0166557	0.483275	0.0150563	0.0105298	0.0804063	0.00817638	0.0332088	0.0117532	0.036871	0.149753	0.0530004	0.363013	1.63699	1.11653	0.47091	2.12355	0.0225237	0.0914811	0.0323768	0.000504954	0.00734862	0.00740506	0.000422021	0.00606423	0.00673527
114100	-4027.662	-4056.207	28.54444	0.000881162	0.034097	7.27098e-05	0.00400078	0.154812	0.000330127	0.360988	1.63901	1.12159	0.469306	2.13081	0.00244097	0.0944544	0.000201418	0.001908311	0.00190831	0.00190831	0.119623	0.268855	0.033825	0.29737	0.00707392	0.273253	0.00813644	0.0382026	0.0122879	0.0403246	0.189334	0.0608993	0.335793	1.66421	1.186533	0.449192	2.22622	0.0242305	0.113768	0.0365936	0.000719567	0.00161464	0.00355336	0.00114093	0.00768391	0.0119506
114200	-4023.071	-4057.53	34.45906	1.29808e-06	0.0306519	0.000279907	4.6321e-06	0.109379	0.000998825	0.437789	1.56221	0.9430247	0.529374	1.88902	2.96509e-06	0.0700153	0.000639366	0.0003595536	0.000359554	0.000359554	0.0269563	0.223189	0.0171089	0.026555	0.66178	0.044411	0.00882365	0.0634965	0.0239141	0.0204955	0.147489	0.0555474	0.601904	1.3981	0.624745	0.656138	1.52407	0.0146596	0.105493	0.0397308	5.35156e-05	0.00254631	0.00229574	0.0065141	0.0115369	0.00657058
114300	-4028.722	-4063.539	34.81634	0.00179862	0.0309691	2.39245e-05	0.00329036	0.0566542	4.37669e-05	0.706869	1.29313	0.4477278	0.739347	1.35254	0.00254449	0.0438117	3.38457e-05	0.0003585148	0.000358515	0.000358515	0.0479461	0.0549436	0.289616	0.205911	0.0257645	0.375819	0.00935905	0.0314272	0.0147375	0.0356458	0.119697	0.0561306	0.415913	1.58409	0.9913326	0.512403	1.95159	0.0225024	0.0755619	0.0354341	0.000142128	0.00308944	0.00293654	0.00752646	0.00597187	0.00718892
114400	-4016.41	-4057.881	41.47094	3.1819e-05	0.0240936	1.14772e-06	8.85779e-05	0.0670719	3.19504e-06	0.528569	1.47143	0.7589579	0.59935	1.66847	6.01985e-05	0.0455828	2.17138e-06	0.001142065	0.00114207	0.00114207	0.00115065	0.15749	0.342464	0.0512519	0.417236	0.0304079	0.00440766	0.0122071	0.00546103	0.0399064	0.110522	0.0494434	0.198928	1.80107	1.633229	0.33234	3.00896	0.022157	0.0613643	0.0274522	9.27275e-05	0.00282418	0.00446641	0.00832393	0.00707621	0.00225302
114500	-4025.736	-4061.775	36.03837	5.9123e-05	0.0973861	0.00465772	7.75441e-05	0.127729	0.00610893	0.865212	1.13479	0.2010601	0.873181	1.14524	6.83335e-05	0.112557	0.00538332	0.0004495615	0.000449562	0.000449562	0.0933497	0.0131133	0.0407551	0.298265	0.434565	0.119952	0.00730889	0.0377033	0.0131231	0.03082	0.158987	0.0553374	0.383378	1.61662	1.066786	0.486978	2.05348	0.0190645	0.098345	0.0342303	0.00152409	0.000583873	0.00395466	0.00683308	0.00616277	0.00510183
114600	-4018.127	-4051.167	33.0399	7.74104e-06	0.0941457	7.54131e-05	7.95357e-06	0.0967305	7.74836e-05	0.986458	1.01354	0.02007833	0.986549	1.01363	7.84731e-06	0.0954381	7.64484e-05	0.0003715387	0.000371539	0.000371539	0.0608614	0.334865	0.157298	0.0886924	0.101262	0.257021	0.0242002	0.103895	0.0398227	0.0328584	0.141066	0.0540703	0.848257	1.15174	0.2267248	0.858195	1.16524	0.0285293	0.12248	0.0469465	0.000530994	0.00198558	0.00526517	0.0106034	0.00871962	0.00511007
114700	-4026.381	-4056.482	30.10117	0.000153914	0.113313	0.00272717	0.000194705	0.143343	0.00344993	0.882994	1.11701	0.1742718	0.889101	1.12473	0.00017431	0.128328	0.00308855	6.684754e-05	6.68475e-05	6.68475e-05	0.066621	0.245959	0.164579	0.0358191	0.239966	0.247056	0.0369366	0.159579	0.0563173	0.0756711	0.326926	0.115376	0.656023	1.34398	0.531656	0.698656	1.43132	0.0563039	0.243252	0.0858465	0.00112261	0.0045991	0.00377148	0.00290497	0.0073825	0.00743137
114800	-4028.014	-4054.168	26.15357	0.0175077	0.0876466	1.02709e-05	0.0341479	0.17095	2.00329e-05	0.677863	1.32214	0.4952331	0.716033	1.39658	0.0258278	0.129298	1.51519e-05	0.0001931352	0.000193135	0.000193135	0.445473	0.0144889	0.240308	0.199291	0.00740288	0.0930364	0.0421818	0.137639	0.0602402	0.0527429	0.172099	0.0753225	0.888743	1.11126	0.1656356	0.894295	1.1182	0.0474623	0.154869	0.0677814	0.000469379	0.00375471	0.00362735	0.00256355	0.0121626	0.00849907
114900	-4021.669	-4049.363	27.69391	0.0104536	0.0867889	4.33211e-06	0.0108454	0.0900415	4.49447e-06	0.981606	1.01839	0.02727398	0.981772	1.01857	0.0106495	0.0884152	4.41329e-06	0.0001860332	0.000186033	0.000186033	0.0166863	0.191076	0.728661	0.0456307	0.00357084	0.0143745	0.0358296	0.114027	0.0602504	0.0880503	0.280219	0.148064	0.578456	1.42154	0.6665301	0.637904	1.56763	0.0619399	0.197123	0.104157	0.000751449	0.00157007	0.00369149	0.00299216	0.00982065	0.0122318
115000	-4020.825	-4049.062	28.23684	2.56561e-05	0.0758379	0.000137066	4.27337e-05	0.126318	0.000228302	0.75029	1.24971	0.3782171	0.774836	1.2906	3.41949e-05	0.101078	0.000182684	0.0004079924	0.000407992	0.000407992	0.0161242	0.0357644	0.501945	0.0208129	0.342474	0.0828799	0.0323586	0.109538	0.0551996	0.10324	0.349481	0.176115	0.477269	1.52273	0.8600426	0.559848	1.7862	0.0677996	0.22951	0.115657	0.00184952	0.00400058	0.00553185	0.00196744	0.00750129	0.0100366
115100	-4025.958	-4058.67	32.7126	0.000274715	0.0222801	0.00021592	0.000384393	0.0311752	0.000302124	0.833597	1.1664	0.2490246	0.845384	1.18289	0.000329554	0.0267277	0.000259022	0.0005414327	0.000541433	0.000541433	0.17284	0.0142098	0.163165	0.158256	0.196143	0.295387	0.0236497	0.0858778	0.0553875	0.051801	0.188102	0.121318	0.626891	1.37311	0.5812238	0.675684	1.47998	0.0377254	0.13699	0.0883526	0.00138337	0.000510002	0.00703837	0.00342866	0.00834167	0.00721341
115200	-4023.168	-4061.173	38.0051	0.000671885	0.0383773	2.98048e-05	0.00118074	0.0674427	5.23778e-05	0.725332	1.27467	0.4179544	0.754345	1.32565	0.000926314	0.05291	4.10913e-05	0.0001797987	0.000179799	0.000179799	0.0241603	0.01735	0.176295	0.119979	0.188027	0.474189	0.0147574	0.0546378	0.025847	0.0301335	0.111566	0.0527776	0.657479	1.34252	0.5292084	0.699811	1.42896	0.0224454	0.083102	0.0393123	0.00134742	0.00322024	0.00306915	0.000945226	0.00893741	0.00803945
115300	-4024.673	-4046.341	21.66714	0.00697939	0.118494	6.66087e-06	0.00727979	0.123594	6.94756e-06	0.978933	1.02107	0.03123842	0.97915	1.02129	0.00712959	0.121044	6.80422e-06	0.001832414	0.00183241	0.00183241	0.143996	0.0594014	0.0355555	0.121006	0.480588	0.159453	0.00461234	0.0206587	0.00661705	0.0373858	0.167451	0.0536351	0.219645	1.78035	1.551213	0.351243	2.84703	0.0209991	0.0940548	0.0301261	0.00033518	0.00386957	0.00494975	0.00945678	0.00935353	0.00700156
115400	-4018.042	-4053.601	35.55884	0.000269372	0.0819208	1.76693e-05	0.000311906	0.0948562	2.04594e-05	0.926826	1.07317	0.1086819	0.929318	1.07606	0.000290639	0.0883885	1.90643e-05	0.0001856883	0.000185688	0.000185688	0.190667	0.0706367	0.0102915	0.00508245	0.68714	0.0361818	0.00197621	0.0108225	0.00382435	0.0262528	0.143771	0.0508042	0.140013	1.85999	1.917442	0.274365	3.64478	0.0141145	0.0772967	0.0273142	0.000900033	0.00105188	0.00542625	0.00935607	0.00730558	0.00375962
115500	-4023.371	-4049.168	25.79683	3.67899e-06	0.0700887	0.00211874	4.70635e-06	0.0896611	0.0027104	0.877481	1.12252	0.182564	0.884142	1.13104	4.19267e-06	0.0798749	0.00241457	0.001478364	0.00147836	0.00147836	0.12097	0.373154	0.0066606	0.146457	0.321887	0.0308704	0.0244178	0.0994317	0.0448856	0.032307	0.131557	0.0593879	0.860921	1.13908	0.2075436	0.86937	1.15026	0.0283624	0.115495	0.0521368	0.000489921	0.00219254	0.00467821	0.0109204	0.00993791	0.00620126
115600	-4032.492	-4049.509	17.01767	0.0031236	0.0357191	5.17797e-05	0.00797714	0.0912204	0.000132237	0.562773	1.43723	0.6950397	0.625755	1.59807	0.00555037	0.0634697	9.20082e-05	0.002018261	0.00201826	0.00201826	0.183736	0.341462	0.202322	0.135167	0.135668	0.00164493	0.0177064	0.0637119	0.0209129	0.0398923	0.143542	0.0471166	0.614819	1.38518	0.6021282	0.666224	1.501	0.0287993	0.103627	0.0340147	0.000185346	0.00794676	0.00957807	0.00704943	0.00807439	0.00416893
115700	-4019.558	-4053.893	34.33564	9.39441e-05	0.0153272	4.41497e-06	0.000404635	0.0660173	1.90161e-05	0.376847	1.62315	1.082512	0.48184	2.07538	0.00024929	0.0406723	1.17156e-05	0.0007067742	0.000706774	0.000706774	0.0754783	0.132473	0.0979205	0.0755845	0.180893	0.437651	0.00277103	0.00946861	0.00453276	0.0350265	0.119686	0.0572952	0.146625	1.85338	1.880597	0.281269	3.55531	0.0188988	0.0645771	0.030914	0.000147823	0.00220372	0.00698321	0.00288405	0.00789746	0.00778344
115800	-4027.243	-4053.96	26.71706	0.00199911	0.0490238	0.00013394	0.00326052	0.079957	0.000218455	0.760172	1.23983	0.3626319	0.783024	1.2771	0.00262981	0.0644904	0.000176197	1.84435e-05	1.84435e-05	1.84435e-05	0.0519285	0.261572	0.346039	0.139587	0.161895	0.0389781	0.00118344	0.00425303	0.00150489	0.0378878	0.13616	0.0481787	0.0605788	1.93942	2.569498	0.176736	5.65817	0.0195356	0.0702066	0.0248418	0.000431668	0.00358756	0.0078466	0.00959393	0.00627308	0.00258049
115900	-4019.912	-4062.453	42.54121	1.02081e-06	0.0118438	6.13773e-06	3.345e-06	0.03881	2.01122e-05	0.467638	1.53236	0.8798283	0.552426	1.8102	2.18291e-06	0.0253269	1.3125e-05	0.001326344	0.00132634	0.00132634	0.0824792	0.151252	0.288842	0.120992	0.342273	0.0141609	0.0212107	0.0552019	0.0288143	0.03376	0.0878621	0.0458622	0.771709	1.22829	0.3445356	0.79264	1.26161	0.0274853	0.071532	0.0373383	5.81071e-05	0.00117381	0.00380801	0.0102752	0.00974132	0.0015989
116000	-4023.741	-4054.147	30.40592	0.00160949	0.0445721	0.000207266	0.00184659	0.0511383	0.0002378	0.931395	1.0686	0.1018739	0.933595	1.07113	0.00172804	0.0478552	0.000222533	0.001166995	0.001167	0.001167	0.00840603	0.0805611	0.118279	0.00480273	0.650572	0.137379	0.0245603	0.071011	0.0345493	0.0384675	0.111221	0.0541127	0.779349	1.22065	0.3326082	0.799043	1.2515	0.0315139	0.0911159	0.044331	0.000248245	0.00327456	0.0068972	0.00863444	0.00728383	0.00261899
116100	-4028.046	-4055.076	27.02956	2.54566e-06	0.00144159	1.11078e-06	0.00015242	0.0863143	6.65077e-05	0.0328545	1.96715	3.03359	0.129235	7.73786	7.7483e-05	0.043878	3.38093e-05	0.001189563	0.00118956	0.00118956	0.130271	0.00059762	0.124746	0.0522258	0.128969	0.56319	0.0184438	0.0567619	0.0218499	0.0452454	0.139245	0.0536009	0.579182	1.42082	0.6652222	0.638467	1.56625	0.0318446	0.0980035	0.0377254	0.000767585	0.00605198	0.00887156	0.000650512	0.00618322	0.00869401
116200	-4020.931	-4057.067	36.13572	0.00162524	0.0322376	2.59994e-05	0.00305874	0.060672	4.89315e-05	0.693957	1.30604	0.4687601	0.728933	1.37187	0.00234199	0.0464548	3.74654e-05	7.027453e-05	7.02745e-05	7.02745e-05	0.0425825	0.188908	0.108775	0.0730922	0.0153611	0.571281	0.0138073	0.0392816	0.0206402	0.0385778	0.109754	0.0576691	0.527145	1.47285	0.7616729	0.598254	1.67153	0.0261925	0.0745177	0.0391547	2.42498e-05	0.00216736	0.0070543	0.00237461	0.00686231	0.00767789
116300	-4025.398	-4060.465	35.0672	7.68589e-07	0.00213219	6.04241e-07	3.66076e-05	0.101555	2.87798e-05	0.0411272	1.95887	2.863983	0.144898	6.90142	1.86881e-05	0.0518438	1.4692e-05	0.0008985664	0.000898566	0.000898566	0.0881296	0.36532	0.00495706	0.0233834	0.0381589	0.480051	0.0114769	0.0592865	0.0191387	0.0326799	0.168815	0.0544961	0.519826	1.48017	0.775712	0.592615	1.68744	0.0220784	0.114051	0.0368174	0.000962518	0.00403332	0.00368034	0.000808284	0.0102163	0.00749945
116400	-4026.12	-4057.809	31.68965	0.00536417	0.0833999	8.1541e-06	0.00618379	0.0961431	9.40002e-06	0.929024	1.07098	0.105406	0.931373	1.07368	0.00577398	0.0897715	8.77706e-06	0.0005055315	0.000505531	0.000505531	0.207855	0.170425	0.0414485	0.177312	0.249456	0.153503	0.0312637	0.0929953	0.0422715	0.0447112	0.132996	0.0604538	0.823001	1.177	0.2652128	0.836203	1.19588	0.0379875	0.112995	0.0513627	0.00077989	0.00573518	0.0028985	0.0030869	0.00906015	0.00780701
116500	-4024.771	-4052.951	28.17937	2.13731e-06	0.0365064	0.00180309	6.15401e-06	0.105114	0.0051917	0.515553	1.48445	0.7839686	0.589324	1.69686	4.14566e-06	0.0708102	0.0034974	0.000472566	0.000472566	0.000472566	0.0125878	0.247515	0.110645	0.0370271	0.216536	0.375689	0.0194298	0.0760954	0.0284626	0.0394931	0.154672	0.0578534	0.659498	1.3405	0.5258193	0.701412	1.4257	0.0294614	0.115384	0.043158	0.0010254	0.00345865	0.00295265	0.0100243	0.01028	0.00458483
116600	-4026.333	-4051.1	24.76709	6.15818e-06	0.0345227	0.00160485	7.38355e-06	0.0413921	0.00192419	0.909511	1.09049	0.1345269	0.913258	1.09498	6.77087e-06	0.0379574	0.00176452	0.0004619366	0.000461937	0.000461937	0.0488646	0.0570619	0.0665161	0.340201	0.353755	0.133602	0.0322033	0.0926413	0.0448297	0.0703888	0.202492	0.0979868	0.627794	1.37221	0.5796701	0.676393	1.47843	0.0512961	0.147566	0.0714082	0.000301501	0.00634963	0.0075915	0.00807852	0.00853609	0.00450584
116700	-4022.845	-4061.718	38.87388	0.000487259	0.0744078	2.08059e-06	0.000591104	0.0902656	2.52401e-06	0.903701	1.0963	0.1432164	0.907921	1.10142	0.000539181	0.0823367	2.3023e-06	2.69564e-05	2.69564e-05	2.69564e-05	0.127347	0.475524	0.00479979	0.0257864	0.200416	0.166128	0.0276193	0.127591	0.043561	0.0474606	0.219251	0.0748547	0.73573	1.26427	0.4013304	0.76285	1.31087	0.0375399	0.173421	0.0592079	0.000463472	0.000219982	0.0038911	0.0102609	0.0071443	0.00460633
116800	-4021.408	-4056.998	35.59017	1.1033e-05	0.0883562	0.000497038	1.21306e-05	0.0971455	0.000546482	0.952619	1.04738	0.07030045	0.95369	1.04856	1.15818e-05	0.0927508	0.00052176	0.002332953	0.00233295	0.00233295	0.171069	0.0367126	0.00263214	0.0572012	0.404765	0.32762	0.0116152	0.0385944	0.0173313	0.0409726	0.136142	0.0611362	0.441745	1.55825	0.9344751	0.532435	1.87816	0.0262939	0.087368	0.0392338	0.000263876	0.0016663	0.00552059	0.00139219	0.00781585	0.0093512
116900	-4019.615	-4057.39	37.77517	3.19454e-06	0.0317831	1.65736e-05	6.13273e-06	0.0610156	3.18171e-05	0.68499	1.31501	0.4834734	0.721735	1.38555	4.66363e-06	0.0463993	2.41953e-05	0.003615873	0.00361587	0.00361587	0.266443	0.23253	0.324476	0.0913173	0.0383938	0.0468391	0.00895572	0.0329821	0.0149664	0.0315396	0.116154	0.0527073	0.44231	1.55769	0.9332607	0.532872	1.87662	0.0202476	0.074568	0.0338368	0.00032054	0.00134087	0.00487419	0.00830094	0.00730439	0.0043953
117000	-4016.896	-4051.796	34.89969	0.000623204	0.0794638	1.13962e-06	0.00065901	0.0840294	1.2051e-06	0.972075	1.02793	0.04141285	0.972454	1.02833	0.000641107	0.0817466	1.17236e-06	0.0005887405	0.00058874	0.00058874	0.227776	0.0311935	0.598507	0.00843914	0.128759	0.00532468	0.0306657	0.127242	0.0541298	0.0455546	0.189021	0.0804113	0.804659	1.19534	0.2933839	0.820465	1.21882	0.0381102	0.158131	0.0672706	5.21261e-05	0.00255153	0.00827833	0.00261491	0.00675374	0.00945368
117100	-4020.111	-4062.425	42.31355	9.60127e-06	0.0888606	1.1627e-05	1.42877e-05	0.132233	1.73022e-05	0.803826	1.19617	0.2946676	0.819755	1.21988	1.19445e-05	0.110547	1.44646e-05	3.857825e-05	3.85782e-05	3.85782e-05	0.419641	0.269566	0.0514195	0.00286277	0.0234589	0.233053	0.0394159	0.122595	0.0508684	0.0562057	0.174816	0.0725365	0.824414	1.17559	0.2630499	0.837424	1.19414	0.0478108	0.148705	0.0617024	0.000953821	0.00526881	0.00435776	0.00553975	0.00525713	0.00372655
117200	-4029.301	-4053.204	23.90228	0.00312042	0.0982552	0.00442808	0.00379557	0.119514	0.00538615	0.902379	1.09762	0.1451948	0.90671	1.10289	0.003458	0.108885	0.00490712	0.0001811516	0.000181152	0.000181152	0.274277	0.326869	0.0458393	0.242714	0.0533562	0.056945	0.0429131	0.145168	0.0584644	0.107395	0.363299	0.146314	0.571003	1.429	0.6800201	0.632126	1.58196	0.0751539	0.254233	0.102389	0.000704229	0.00400279	0.00469948	0.00689911	0.00711331	0.00536938
117300	-4022.408	-4056.375	33.96735	9.80738e-06	0.0627817	9.94897e-05	3.18447e-05	0.203853	0.000323045	0.470919	1.52908	0.8730571	0.554955	1.80195	2.0826e-05	0.133317	0.000211267	0.0006934001	0.0006934	0.0006934	0.0977466	0.155279	0.142478	0.120467	0.40417	0.0798596	0.0322877	0.114614	0.0529381	0.0800806	0.284268	0.131298	0.574676	1.42532	0.67336	0.634972	1.57487	0.0561841	0.199441	0.0921182	0.00104696	0.00197259	0.00409112	0.00595822	0.00860811	0.00460267
117400	-4023.148	-4052.791	29.64297	5.61532e-05	0.000984594	4.41354e-05	0.000107137	0.00187855	8.42077e-05	0.687772	1.31223	0.4788985	0.723965	1.38128	8.16451e-05	0.00143157	6.41715e-05	0.0001520096	0.00015201	0.00015201	0.36478	0.041129	0.182575	0.0911738	0.0164027	0.30394	0.0297858	0.0677508	0.0480693	0.0842617	0.191661	0.135984	0.522341	1.47766	0.7708747	0.594552	1.68194	0.0570238	0.129706	0.0920268	0.00248737	0.00367995	0.00636489	0.00976287	0.00820549	0.00370025
117500	-4021.242	-4058.761	37.51848	2.7265e-07	0.0256796	0.00012107	1.76031e-06	0.165795	0.000781663	0.26823	1.73177	1.382566	0.393558	2.54092	1.01648e-06	0.0957373	0.000451366	0.0001294955	0.000129496	0.000129496	0.289262	0.40302	0.08615	0.142029	0.0161881	0.0633505	0.0397315	0.0817297	0.0566751	0.165177	0.339778	0.235618	0.387797	1.6122	1.056261	0.490447	2.03895	0.102454	0.210754	0.146146	0.000639813	0.00238851	0.0068783	0.000768592	0.00719851	0.00620696
117600	-4029.647	-4059.646	29.99911	0.00328436	0.0561949	0.00774535	0.00626445	0.107184	0.0147732	0.68791	1.31209	0.4786719	0.724076	1.38107	0.0047744	0.0816894	0.0112593	0.0001541061	0.000154106	0.000154106	0.367338	0.0865569	0.0665849	0.0480533	0.163789	0.267678	0.0321923	0.10068	0.0663998	0.150139	0.46955	0.309676	0.353119	1.64688	1.141479	0.463052	2.15958	0.0911655	0.285115	0.188038	0.000218432	0.00156831	0.00324347	0.000605706	0.00846441	0.00762233
117700	-4016.842	-4052.78	35.93813	0.000515168	0.000476182	8.1189e-07	0.00086522	0.000799744	1.36356e-06	0.74641	1.25359	0.3843585	0.771633	1.29595	0.000690194	0.000637963	1.08773e-06	0.0001923973	0.000192397	0.000192397	0.122278	0.222872	0.345958	0.0700055	0.0603944	0.178492	0.0386654	0.0726769	0.052816	0.239258	0.449718	0.326821	0.278245	1.72176	1.351094	0.402002	2.48755	0.138962	0.261198	0.189818	0.00142169	0.0043977	0.00696842	0.0041326	0.00704271	0.00506068
117800	-4031.996	-4056.013	24.01666	0.00959568	0.0015657	0.00305678	0.00996968	0.00162672	0.00317592	0.980885	1.01912	0.02834362	0.981064	1.0193	0.00978268	0.00159621	0.00311635	0.0001265508	0.000126551	0.000126551	0.254333	0.14561	0.099736	0.0894374	0.0882314	0.322652	0.041873	0.068356	0.0502654	0.375605	0.61316	0.450886	0.2006	1.7994	1.626338	0.333888	2.99501	0.208739	0.340758	0.250575	0.00103638	0.000534475	0.00443585	0.0110292	0.00889013	0.00284071
117900	-4016.396	-4065.588	49.19237	4.49158e-06	0.00273605	1.24564e-05	4.98844e-06	0.00303871	1.38343e-05	0.947589	1.05241	0.07777644	0.948893	1.05386	4.74001e-06	0.00288738	1.31454e-05	0.0006160461	0.000616046	0.000616046	0.00578699	0.240731	0.119696	0.279665	0.12825	0.225871	0.0308799	0.0626494	0.0550253	0.127413	0.258496	0.227039	0.390162	1.60984	1.050666	0.492302	2.03127	0.0791462	0.160573	0.141032	0.000703511	0.000768324	0.00514384	0.0016641	0.00716129	0.00555647
118000	-4029.176	-4049.191	20.01463	2.74213e-05	0.000146131	0.000613538	0.000200346	0.00106766	0.00448264	0.240784	1.75922	1.474243	0.369959	2.703	0.000113883	0.000606898	0.00254809	0.0001062977	0.000106298	0.000106298	0.0536761	0.0706021	0.131219	0.0422391	0.0168986	0.685366	0.0357149	0.0697421	0.0554972	0.181218	0.353872	0.281593	0.329272	1.67073	1.20397	0.44394	2.25256	0.108466	0.211807	0.168545	0.00101262	0.00242032	0.00744916	0.0133856	0.0106576	0.00108983
