Iteration	Posterior	Likelihood	Prior	extinction[1]	extinction[2]	extinction[3]	extinction[4]	extinction[5]	extinction[6]	extinction_hidden[1]	extinction_hidden[2]	extinction_hidden_sd	extinction_hidden_unormalized[1]	extinction_hidden_unormalized[2]	extinction_observed[1]	extinction_observed[2]	extinction_observed[3]	hidden_rate	R[1]	R[2]	rate_category_prior[1]	rate_category_prior[2]	rate_category_prior[3]	rate_category_prior[4]	rate_category_prior[5]	rate_category_prior[6]	speciation[1]	speciation[2]	speciation[3]	speciation[4]	speciation[5]	speciation[6]	speciation_hidden[1]	speciation_hidden[2]	speciation_hidden_sd	speciation_hidden_unormalized[1]	speciation_hidden_unormalized[2]	speciation_observed[1]	speciation_observed[2]	speciation_observed[3]	transition_rates[1]	transition_rates[2]	transition_rates[3]	transition_rates[4]	transition_rates[5]	transition_rates[6]
2700	-4022.254	-4062.923	40.66903	2.61589e-05	0.0669846	3.59067e-05	5.91146e-05	0.151374	8.11431e-05	0.613529	1.38647	0.6043751	0.665215	1.50327	4.26368e-05	0.109179	5.85249e-05	2.766103e-05	2.7661e-05	2.7661e-05	0.14523	0.412354	0.0898577	0.150163	0.183699	0.0186976	0.028608	0.124832	0.0571215	0.0943499	0.4117	0.188388	0.46533	1.53467	0.8846128	0.550646	1.81605	0.0614789	0.268266	0.122755	0.000574478	0.00282358	0.00296414	0.00139423	0.00689938	0.00728739
2800	-4026.72	-4048.688	21.96767	0.000928007	0.0580707	0.000528525	0.00210893	0.131968	0.00120109	0.611146	1.38885	0.608532	0.663353	1.50749	0.00151847	0.0950193	0.000864809	0.0001499708	0.000149971	0.000149971	0.414327	0.0181721	0.326222	0.00864639	0.0799237	0.152709	0.0302955	0.111952	0.0509031	0.107833	0.398479	0.181183	0.438657	1.56134	0.9411445	0.530046	1.88663	0.0690643	0.255215	0.116043	0.00091262	0.00276172	0.00638782	0.00704989	0.0074884	0.00679431
2900	-4022.978	-4058.386	35.40798	1.77812e-05	0.0083312	0.00108629	2.94409e-05	0.0137942	0.00179861	0.753088	1.24691	0.3737961	0.77715	1.28675	2.36111e-05	0.0110627	0.00144245	0.0003516505	0.00035165	0.00035165	0.225668	0.00128369	0.291255	0.159921	0.224486	0.0973859	0.0321818	0.0757266	0.0527445	0.135355	0.318502	0.22184	0.384176	1.61582	1.064879	0.487605	2.05084	0.0837684	0.197114	0.137292	0.00163233	0.00181075	0.00444548	0.00340064	0.00955613	0.0045458
3000	-4024.28	-4047.634	23.35424	3.7049e-05	0.0913421	0.00143657	3.8254e-05	0.0943129	0.00148329	0.983998	1.016	0.02372614	0.984124	1.01613	3.76515e-05	0.0928275	0.00145993	6.876732e-05	6.87673e-05	6.87673e-05	0.0172706	0.16843	0.640223	0.00565451	0.0690049	0.0994168	0.0336684	0.12745	0.0606014	0.157924	0.597813	0.284255	0.351459	1.64854	1.145721	0.461729	2.16577	0.0957961	0.362631	0.172428	0.00269521	0.00396646	0.00437698	0.000771047	0.00806443	0.0126644
3100	-4015.052	-4052.844	37.79143	1.23513e-06	0.0854142	5.019e-06	2.37331e-06	0.164123	9.644e-06	0.68458	1.31542	0.484148	0.721406	1.38618	1.80422e-06	0.124769	7.3315e-06	9.896399e-05	9.8964e-05	9.8964e-05	0.33537	0.230595	0.11156	0.0295477	0.0509647	0.241962	0.0384008	0.129328	0.0474106	0.173749	0.585161	0.214515	0.362015	1.63798	1.11902	0.47012	2.12712	0.106075	0.357244	0.130963	0.000365143	0.00233538	0.00537957	0.0106748	0.00545842	0.00295451
3200	-4026.679	-4052.733	26.05424	0.0144064	0.0650767	4.20415e-06	0.0420369	0.189889	1.22674e-05	0.510474	1.48953	0.7938391	0.585414	1.70819	0.0282217	0.127483	8.23578e-06	0.000127265	0.000127265	0.000127265	0.237184	0.139183	0.245908	0.116421	0.0213423	0.239962	0.0458069	0.104266	0.0562501	0.274621	0.625095	0.33723	0.285911	1.71409	1.327639	0.408412	2.44851	0.160214	0.364681	0.19674	0.0019062	0.0014136	0.00413381	0.0014045	0.00943331	0.00901667
3300	-4020.571	-4052.427	31.85555	3.43211e-05	0.0436913	3.75027e-05	6.70208e-05	0.0853186	7.32338e-05	0.677332	1.32267	0.4961111	0.715609	1.39741	5.06709e-05	0.064505	5.53682e-05	0.0003530611	0.000353061	0.000353061	0.150133	0.247153	0.0772307	0.0270481	0.101589	0.396845	0.030972	0.0997464	0.0558031	0.115018	0.370418	0.20723	0.424305	1.5757	0.9725873	0.518923	1.92707	0.0729948	0.235082	0.131517	6.73654e-05	0.00405113	0.00605523	0.00102717	0.00776869	0.0096771
3400	-4019.456	-4049.682	30.22628	0.00089289	0.0401048	5.83386e-06	0.000926791	0.0416275	6.05537e-06	0.98137	1.01863	0.02762466	0.98154	1.01881	0.00090984	0.0408661	5.94462e-06	0.0004353295	0.000435329	0.000435329	0.183617	0.321451	0.100384	0.00217882	0.160205	0.232164	0.0274819	0.0984429	0.0517548	0.0795055	0.284797	0.149727	0.513741	1.48626	0.7874838	0.587929	1.70089	0.0534937	0.19162	0.100741	4.83726e-06	0.00232469	0.00814272	0.00895908	0.00722322	0.00446359
3500	-4021.592	-4045.668	24.07687	0.00028801	0.0524629	0.000135654	0.000662388	0.120658	0.000311987	0.606083	1.39392	0.6173974	0.659398	1.51654	0.000475199	0.0865606	0.00022382	0.0001261111	0.000126111	0.000126111	0.151118	0.358192	0.354335	0.0191136	0.00337995	0.113861	0.0324042	0.0981246	0.0536775	0.12067	0.365407	0.19989	0.423379	1.57662	0.9746426	0.518204	1.92974	0.0765372	0.231766	0.126784	0.000623696	0.00352721	0.00619349	0.00900462	0.00849067	0.0038328
3600	-4028.791	-4060.244	31.45319	0.000128767	0.13148	0.00054528	0.000133447	0.136259	0.000565097	0.982153	1.01785	0.02646289	0.982309	1.01801	0.000131107	0.133869	0.000555188	0.0003458246	0.000345825	0.000345825	0.089933	0.0214389	0.340142	0.166073	0.0819506	0.300462	0.0342588	0.174634	0.0643539	0.0509353	0.259642	0.09568	0.804253	1.19575	0.2940088	0.820119	1.21934	0.042597	0.217138	0.080017	0.000346422	0.00476044	0.00393906	0.000115521	0.0102932	0.00880432
3700	-4025.117	-4061.324	36.20739	1.14148e-05	0.0741994	2.98451e-06	4.35981e-05	0.2834	1.13991e-05	0.414987	1.58501	0.9934189	0.511683	1.95434	2.75065e-05	0.178799	7.19183e-06	4.994454e-05	4.99445e-05	4.99445e-05	0.196067	0.160811	0.331682	0.0445583	0.0316794	0.235202	0.0409739	0.130318	0.0476659	0.0613085	0.194992	0.0713216	0.801191	1.19881	0.2987322	0.81751	1.22323	0.0511412	0.162655	0.0594938	0.000704224	0.00328353	0.00611653	0.00694093	0.00905901	0.00215298
3800	-4034.432	-4064.287	29.8552	0.0030184	0.112147	0.000488881	0.0119688	0.444698	0.00193856	0.402796	1.5972	1.021202	0.502183	1.99131	0.00749362	0.278423	0.00121372	0.0003739127	0.000373913	0.000373913	0.11994	0.714874	0.026802	0.0402922	0.0668986	0.0311937	0.0461674	0.149419	0.0547138	0.0539805	0.174705	0.0639732	0.921985	1.07801	0.1159006	0.924804	1.08131	0.050074	0.162062	0.0593435	0.000513185	0.0046755	0.00373425	0.00752363	0.00365937	0.00434275
3900	-4029.125	-4057.87	28.7451	0.000641422	0.00670402	1.04096e-05	0.013488	0.140974	0.000218895	0.0907925	1.90921	2.257905	0.218071	4.58566	0.0070647	0.073839	0.000114652	0.001428204	0.0014282	0.0014282	0.166075	0.010218	0.196836	0.2768	0.00587597	0.344196	0.0349902	0.0891347	0.0567695	0.0370182	0.0943009	0.0600598	0.971836	1.02816	0.04176677	0.972222	1.02857	0.0360042	0.0917178	0.0584147	0.0015402	0.0020624	0.00469952	0.000542992	0.00839152	0.00907087
4000	-4026.419	-4058.882	32.46347	5.34047e-05	0.0642456	0.000724647	7.75734e-05	0.0933205	0.00105259	0.815475	1.18453	0.2767476	0.829723	1.20522	6.5489e-05	0.078783	0.00088862	7.150477e-05	7.15048e-05	7.15048e-05	0.243585	0.202202	0.014646	0.218758	0.0281539	0.292656	0.0306629	0.1078	0.054647	0.0307896	0.108245	0.0548727	0.997939	1.00206	0.003055562	0.997941	1.00206	0.0307262	0.108023	0.0547598	0.00114627	0.00583514	0.00352811	0.0084781	0.00798432	0.0024964
4100	-4020.889	-4061.058	40.16888	3.47244e-06	0.0256927	3.43706e-06	9.3939e-06	0.0695057	9.29817e-06	0.539772	1.46023	0.7377439	0.607988	1.64477	6.43317e-06	0.0475992	6.36762e-06	0.002010368	0.00201037	0.00201037	0.0980536	0.12278	0.572898	0.0577096	0.141809	0.00675042	0.0246541	0.0836813	0.057453	0.0286116	0.097114	0.0666755	0.925702	1.0743	0.1103576	0.928268	1.07728	0.0266328	0.0903976	0.0620643	8.19721e-05	0.00136926	0.00635518	0.00097658	0.00940558	0.00879213
4200	-4024.976	-4052.937	27.96107	0.000813365	0.0479992	5.75911e-05	0.000870656	0.0513801	6.16476e-05	0.96598	1.03402	0.05045783	0.966539	1.03462	0.00084201	0.0496897	5.96193e-05	0.0005209104	0.00052091	0.00052091	0.0895355	0.226698	0.344017	0.0725122	0.144847	0.122391	0.0264938	0.10864	0.0521192	0.0970112	0.397801	0.190842	0.429032	1.57097	0.9621455	0.52259	1.91354	0.0617525	0.253221	0.121481	0.00102838	0.00334581	0.00382754	0.00959804	0.00967782	0.00270673
4300	-4014.154	-4049.448	35.2933	1.10825e-06	0.0638774	0.000151663	1.26593e-06	0.0729655	0.000173241	0.933587	1.06641	0.09860949	0.935653	1.06877	1.18709e-06	0.0684215	0.000162452	0.0002467095	0.00024671	0.00024671	0.0100116	0.0172954	0.61739	0.038419	0.184315	0.132569	0.0308078	0.108883	0.0565263	0.121035	0.427767	0.222074	0.405787	1.59421	1.014327	0.504517	1.98209	0.0759212	0.268325	0.1393	0.000972829	0.00281614	0.00674715	0.00276823	0.00656427	0.00854432
4400	-4023.593	-4054.521	30.92768	1.02442e-06	0.128718	0.00096137	1.46371e-06	0.183916	0.00137363	0.823445	1.17656	0.2645327	0.836587	1.19533	1.24407e-06	0.156317	0.0011675	8.700993e-05	8.70099e-05	8.70099e-05	0.0712955	0.35073	0.166987	0.296343	0.00575372	0.10889	0.0414797	0.172728	0.0469018	0.125639	0.523182	0.142062	0.49641	1.50359	0.8215169	0.574586	1.74038	0.0835594	0.347955	0.0944821	0.00425636	0.00237802	0.00481877	0.00844909	0.00667554	0.00322306
4500	-4020.878	-4058.341	37.46345	9.83279e-05	0.000972285	9.92653e-05	9.87894e-05	0.000976847	9.97311e-05	0.997659	1.00234	0.003470523	0.997662	1.00234	9.85586e-05	0.000974566	9.94982e-05	0.0002620571	0.000262057	0.000262057	0.0158779	0.47942	0.341888	0.107979	0.0163667	0.0384683	0.0358988	0.0616885	0.0573905	0.132312	0.227365	0.211524	0.426831	1.57317	0.966996	0.520883	1.91982	0.0841052	0.144527	0.134457	0.000368129	0.00666516	0.00389879	0.000346887	0.0103138	0.00599557
4600	-4011.443	-4052.787	41.34358	3.51032e-06	0.0456327	1.28575e-05	4.06761e-06	0.0528772	1.48987e-05	0.92646	1.07354	0.1092284	0.928975	1.07646	3.78897e-06	0.0492549	1.38781e-05	8.820177e-05	8.82018e-05	8.82018e-05	0.0194795	0.00278031	0.454521	0.145302	0.322085	0.0558317	0.0350774	0.0882245	0.0580012	0.150674	0.378965	0.249142	0.377682	1.62232	1.08049	0.482497	2.07255	0.0928757	0.233595	0.153572	0.000180316	0.00310409	0.00434673	0.00115733	0.00882919	0.00733249
4700	-4019.336	-4044.905	25.56961	7.94861e-06	0.0489954	0.00127746	8.41191e-06	0.0518512	0.00135191	0.971682	1.02832	0.04199583	0.972072	1.02873	8.18026e-06	0.0504233	0.00131469	5.131314e-05	5.13131e-05	5.13131e-05	0.291363	0.360924	0.06688	0.0460678	0.0333067	0.201459	0.0312608	0.0984138	0.0553518	0.165453	0.520873	0.292959	0.31783	1.68217	1.235249	0.434672	2.30058	0.0983571	0.309643	0.174156	0.000586426	0.0021872	0.00327161	0.0126188	0.0100319	0.00383278
