Comparsion	Mean	Lower	Upper	PMCMC
temperate-open vs tropical-open	0.977455360518295	0.518694440143008	1.47331813077653	0
temperate-closed vs tropical-closed	1.01306908551854	0.277177449710507	1.75994587012792	0.00428134556574924
tropical-open vs tropical-closed	0.135565186189889	0.220333171997481	1.10180963460152	0.0018348623853211
temperate-open vs temperate-closed	0.643838731326916	-0.0111677812383277	1.27558109835081	0.0232415902140673
