at.level(Hab, "O"):at.level(Lat, "Trp"):traitState.1	at.level(Hab, "O"):at.level(Lat, "Trp"):traitState.2	at.level(Hab, "O"):traitState.1:at.level(Lat, "Tmp")	at.level(Hab, "O"):traitState.2:at.level(Lat, "Tmp")	at.level(Lat, "Trp"):traitState.1:at.level(Hab, "C")	at.level(Lat, "Trp"):traitState.2:at.level(Hab, "C")	traitState.1:at.level(Lat, "Tmp"):at.level(Hab, "C")	traitState.2:at.level(Lat, "Tmp"):at.level(Hab, "C")
-1.98454393632065	0.570124192513669	0.452582078810622	1.36792142696817	-3.10647281015469	-0.753278427098953	0.0162647120701554	-1.17588668687634
-2.1774268054698	0.195534259363296	0.745962208249443	1.90319793769334	-3.97698828320322	-1.1419758655856	-1.65460249927166	-1.96487663621198
-1.88319144332983	1.31949298479147	1.16464741789382	2.20737452484643	-4.38096391917921	-0.463498918253976	0.221389786409794	2.15482752478342
-1.74702010495207	0.374498106220479	1.54786853187955	1.15691337687646	-3.51230645863802	-0.437757299208648	0.0904098843225554	-0.317956691794208
-2.36233473820931	-0.59726830516515	1.534635633443	0.913859386326443	-3.27001057690572	-1.30425605016697	-1.11919686890974	-0.864080114216307
-1.58758554822576	0.611726001350352	2.9015406094389	2.57005163831751	-2.45464976561511	0.168731089838857	1.12125881218276	0.0629507440095815
-1.16423524551815	-0.105801338476273	1.92440721996239	1.19495485069989	-2.85595001263361	-0.672845399666805	-0.0823261882578179	-1.16434269057335
-0.982562719536179	0.363623386706056	1.89372708782008	1.60150718343544	-2.72682473076342	-0.450853095539872	0.0979716597484218	-1.38462489314294
-1.83724472431496	0.557651193929235	0.818599826759585	1.83208799713637	-2.9739848913415	0.227317970735181	0.370544159800211	0.435981792676347
-1.39689571523036	0.457874936549127	1.40927678570618	1.85658399521446	-3.15277940658798	-0.526799757707774	0.52610500977046	-0.768214181685731
-1.26003367525281	0.274699697575215	2.04019215512166	1.44381112457882	-2.43205364509653	-0.588596986551893	1.22758085076124	-0.317627723965189
-1.65124118173787	0.94376323559629	1.79474698314574	2.73631397184731	-3.04896778862832	-0.492153622390993	-1.2544983385589	-0.0158564084735213
-1.73952738439863	0.19415081403663	1.67427543791358	1.85852394456267	-2.36467982286133	-1.25443544506911	0.220545137788009	-0.329640185862834
-1.92998411171247	0.102908935515954	1.51053118508434	1.86724108781859	-3.94766510400272	-0.192294762068265	-2.01076995688933	-0.0336865627928944
-1.40006124905025	0.0849353798771668	1.70150340302527	1.41182449158775	-3.43287210812898	-0.113138496030789	-0.371425180616389	-0.436917020120697
-1.39196700461748	1.13866750111996	1.43504525080609	1.22401159040186	-4.4823818914791	-0.224528904619094	-0.0166976708001003	-0.612120111541496
-1.62260797062482	-0.333258973205071	2.30315901990663	2.18990677809642	-4.76015902089442	-0.56384592219832	-0.673963701879941	-0.609297513041315
-1.39120016340998	1.05170740257931	1.14097700527481	1.38788354096149	-4.13421112034951	0.158666312782974	0.17755704111505	-0.553070454637924
-0.908995476425411	-0.0337232391955475	2.2194989653811	0.799074538952645	-3.48709219831469	-0.966577248288083	1.09617623628689	-0.652482002388112
-1.63737850680821	-0.566648650007088	1.92070170668348	1.01139910346715	-3.31654637839777	-0.147441652390856	-0.135626050334206	-0.0806075981683545
-0.886797624616508	0.559170641424516	2.49200902383464	2.52055160834272	-3.44076184887556	-0.259322430816367	0.952520133623197	0.334785521188143
-1.54944253387741	0.841983283627445	1.39839080468854	1.57546992443665	-3.52418454761343	0.742296131494169	0.174755987214128	1.12126949639397
-0.861155762994384	-0.51285029231284	1.68316772165267	-0.508159836458562	-3.01753564177323	-0.520905670086336	1.60833314806639	-0.601698876186395
-1.32912658908421	-0.34847809108314	1.45892585949206	0.734477394133593	-3.08096050902018	-0.798378561969178	-0.580827685755852	-3.08755292538022
-1.80355106942357	0.817866158783035	1.7747760481113	0.885616482119728	-3.18043994064093	0.913089133288112	0.267700260497212	-0.0757930830651694
-0.945434928854012	0.353301017765046	1.60348527264384	2.31524784442686	-2.9600316662853	-0.296015977931004	0.401062927039701	0.627130007226299
-1.68398840925773	1.32280764181487	0.370171302986875	2.802673894632	-3.71708725621165	-0.571457541803856	-0.703161168020076	2.77547561281852
-1.36860283834158	0.615734014515591	1.26642191161364	1.52287231720098	-3.76486557014012	-0.454179686742345	0.155551990860282	0.172886864001066
-0.734207798158446	0.519000285329154	1.55869828553467	1.0088295997107	-4.0797897695187	-0.45125551122329	-0.258654292515896	-0.812339830887231
-2.53106077028976	-0.0837316560767745	1.76749991944713	1.49591199197725	-3.64924599520022	-0.27832172110544	0.519618174972745	-0.814393567098359
-0.876738780301973	0.335120258096203	1.65403177763325	0.502922027098886	-3.8322806132514	-0.568321623159709	1.06900658360064	-1.77041606753844
-1.56253769170347	0.403679655400336	0.619370012495494	1.40179455105611	-3.4907247095674	-0.526388353695479	-0.359861408814351	-1.16273717079545
-2.22804376753291	-0.585237373020759	1.14053489968528	0.963151925081457	-4.28946920241197	-0.133297740231204	0.241156433482134	-1.03045310967411
-1.57785600745626	-0.248041081181671	0.968902434595053	0.246568086533086	-3.24333782971845	-0.758749507727682	-0.169966075485479	-1.19026912133489
-1.95907677429534	0.395010833552703	0.611209210021934	1.66655883599289	-4.0740800315712	-1.0462450066921	-0.0280649003328154	1.31626291913266
-0.968788955216244	0.876908329018602	0.551391170303886	0.953648970898191	-3.23268017201157	-0.397578234773653	-0.159164626266929	0.724594594080915
-0.498678086046414	0.400425353266148	1.71275004002026	1.59038945715041	-2.68702969012302	-0.619684321395271	0.825499312644122	-1.63143553151331
-1.58424444278293	0.313993750304262	2.35622468180372	2.45096102235914	-3.28206034477333	-0.5999021527349	-0.361176808131338	0.456296956092327
-1.24787618168129	0.818712155017898	1.85403667027281	1.75146559325415	-3.39026020345379	-0.629231015445694	1.33669217965646	2.6655680005157
-1.97901316090517	0.653716310072343	0.797226729575613	1.44083493402397	-4.06144326380211	-0.205757125520605	-1.59321439829366	0.868522984192374
-1.13013053509854	1.44337729511007	1.26988761816436	2.12973122228917	-3.71242769283635	-0.0986678280662958	-0.352089296071393	0.0441112691293513
-2.31644630305405	1.55975779796602	0.93763743930937	2.46658295633919	-4.34091244329619	0.375530258752112	-1.16752226596356	0.603535315916839
-1.69101083195025	0.968059319199888	1.88656524765575	2.12815232293524	-3.34821926295588	0.0255712998267095	-0.722338876850401	1.44355127819277
-2.46303032355156	1.66010787558962	1.08753651893787	2.50191856386247	-3.67773507423369	-0.345169600784392	-1.30819166891032	0.459896076717182
-2.16563912667134	1.2593825600214	1.26517652672112	2.6481300058199	-3.34065473301429	-0.285382230372691	-0.589263334910466	0.0367080266057203
-2.34421887468262	0.0944343176268694	2.08820261298962	1.25430770924115	-3.34679896548201	-1.02248495390334	-1.72225732155815	-1.15016279835266
-2.09907121881316	-0.22276599399548	1.55639993700674	1.53396393338125	-4.03771720345612	-0.653165152317464	-1.23008341944532	-0.854282553827164
-2.24718361231969	-0.594090908791675	0.712079441897068	0.433270911162465	-3.21870143929364	-0.857515964087484	-1.71961780927915	-1.18046392358933
-1.97757991556399	0.175870928432026	1.32125737837309	1.506458841645	-3.39140800833446	0.549162550526764	-1.21872049424312	-0.400745887798494
