traitState.1:traitState.1.Taxon	traitState.2:traitState.1.Taxon	traitState.1:traitState.2.Taxon	traitState.2:traitState.2.Taxon	traitState.1:traitState.1.units	traitState.2:traitState.1.units	traitState.1:traitState.2.units	traitState.2:traitState.2.units
1.94291142264231	-1.29101100878569	-1.29101100878569	3.29967408966582	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
3.77980888942178	-2.04326483699763	-2.04326483699763	4.07777669551113	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
3.5196061298219	-2.08833728670584	-2.08833728670584	4.89701098701124	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
3.86484137125941	-1.96168452158232	-1.96168452158232	3.60027978165974	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
2.73138024803491	-1.00539658453505	-1.00539658453505	1.84296392569333	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.77989268988468	-1.05984816505746	-1.05984816505746	2.7736107198471	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
3.16985830590853	-1.18374284678538	-1.18374284678538	1.77154783291319	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
2.47508108900537	-1.24858329539314	-1.24858329539314	2.06395932040547	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
0.847848089865854	-0.622844051854477	-0.622844051854477	2.21672477280424	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
0.277063022184438	-0.446495851913335	-0.446495851913335	3.06127136423291	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
6.60595486200449e-05	0.00724320648184505	0.00724320648184505	3.26900027758227	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
0.329983386104812	-0.431609006154122	-0.431609006154122	2.70848419054155	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
0.0172495125991701	-0.128220043660123	-0.128220043660123	3.77260816151636	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
0.689253496331838	-0.498059603446441	-0.498059603446441	1.90238395800726	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
0.924607794950754	-0.925940066693296	-0.925940066693295	3.70920870144172	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.33060400823118	-1.10952124753083	-1.10952124753083	3.94077071694284	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.44841964537938	-1.08973855160909	-1.08973855160909	4.03330359120721	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.29944913499513	-1.04098539200362	-1.04098539200362	4.05192476171615	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.08907558225677	-1.14005685613449	-1.14005685613449	4.23230601268788	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.22379993997813	-1.19344874389412	-1.19344874389412	4.61806037331359	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.88604915360965	-1.60902690041214	-1.60902690041214	5.72058240840391	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
0.898893509183281	-0.924869579977829	-0.924869579977829	3.80064659331846	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.26558243693259	-1.20173533321764	-1.20173533321764	4.02384329420173	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
0.36935322344207	-0.616962768024641	-0.616962768024641	4.05298955601074	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
0.32208434956539	-0.625410300238542	-0.625410300238542	5.8934237242596	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
0.868039255703602	-1.1164087781149	-1.1164087781149	6.08586597495104	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
2.14737344587613	-1.82567726818424	-1.82567726818424	5.80358823918029	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
2.26635253738006	-1.64731001228892	-1.64731001228892	4.59528091567461	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.99074361730652	-1.28586770330315	-1.28586770330315	3.69303262663399	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.33566127040986	-1.22784045259803	-1.22784045259803	4.04931786470509	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
2.8474392302462	-1.23451152627346	-1.23451152627346	2.01862761410009	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
3.66434628546788	-1.49124342364931	-1.49124342364931	2.20576449873909	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
3.39020989042441	-1.69806566844087	-1.69806566844087	3.46982156825097	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.49767063424851	-0.95908220676924	-0.95908220676924	2.4670997929163	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
2.88105799127654	-1.20981228330878	-1.20981228330878	2.21809014215765	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
3.74586892008825	-1.03958534519506	-1.03958534519506	1.09932869525006	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
3.03436055748767	-1.19110948868056	-1.19110948868056	2.13501858614371	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
2.10452224305083	-1.10526550778596	-1.10526550778596	2.09208573921983	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.70441086752092	-0.892020024442882	-0.892020024442882	2.22023957178656	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
2.01868410413926	-0.773316212960346	-0.773316212960346	1.13157499008011	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
2.4871535979696	-0.991814416587683	-0.991814416587683	1.73870111514991	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.24582855727105	-0.702006242049861	-0.702006242049862	1.49433281693898	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
2.8432997211181	-1.2317378564664	-1.2317378564664	2.00224777525664	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
1.88462185828449	-1.11878666655	-1.11878666655	3.0541797931696	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
2.34930960418042	-1.41502896774368	-1.41502896774368	3.34051516486153	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
2.24212908572595	-0.930420596041212	-0.930420596041212	1.38941598494466	0.666666666666667	0.333333333333333	0.333333333333333	0.666666666666667
