Iteration	Replicate_ID	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
637	1	-298.4826	-317.0387	18.55612	0	0	1	1	0.0008817538	0.0001209371	0.0002242378	0.004657184	0.005241991	0.005241991	0.008842111	0.008842111	0.330388	0.163723	0.35399	0.151899
638	0	-301.9061	-320.1639	18.25784	1	0	1	0	0.002644651	0.002644651	4.991938e-05	0.005639944	0.005439546	0.005439546	0.002935451	0.003521422	0.132034	0.284898	0.3123	0.270768
639	1	-298.178	-313.0612	14.88315	0	0	1	1	0.002962093	0.0003521279	0.000151626	0.006409965	0.005819222	0.005819222	0.00750822	0.00750822	0.0988216	0.382228	0.513466	0.00548461
640	0	-303.6584	-312.6771	9.018729	1	0	1	1	0.001652571	0.001652571	0.0002371566	0.00463567	0.00744982	0.00744982	0.008197282	0.008197282	0.149077	0.0538451	0.610122	0.186956
641	1	-307.5076	-315.033	7.525458	1	0	1	1	0.002146146	0.002146146	0.0007573297	0.007334306	0.007659928	0.007659928	0.005590016	0.005590016	0.39438	0.066912	0.537195	0.00151261
642	0	-305.0124	-316.0698	11.05736	1	0	1	1	0.003771081	0.003771081	8.470355e-05	0.004358335	0.00639989	0.00639989	0.00576293	0.00576293	0.0493519	0.0236029	0.7198	0.207246
643	1	-303.6542	-322.9098	19.25556	0	0	1	1	0.0004888505	0.0002557648	0.0002721602	0.00375996	0.009236618	0.009236618	0.005338823	0.005338823	0.280925	0.523489	0.126095	0.0694917
644	0	-306.4893	-316.0918	9.602528	1	0	1	1	0.001306587	0.001306587	0.0006179982	0.003629022	0.006853801	0.006853801	0.009250898	0.009250898	0.297989	0.334969	0.260414	0.106628
645	1	-306.5989	-315.0426	8.443686	1	0	1	1	0.001242275	0.001242275	0.0007935566	0.004365245	0.00693891	0.00693891	0.009338992	0.009338992	0.00584828	0.581123	0.225273	0.187756
646	0	-297.1158	-316.2035	19.08766	0	0	1	1	0.0009484846	0.0004224178	5.011923e-07	0.004360272	0.006435638	0.006435638	0.007332745	0.007332745	0.0554184	0.479405	0.245584	0.219593
647	1	-304.305	-317.9309	13.62591	1	0	1	1	0.001903396	0.001903396	0.0002575672	0.005719474	0.006811049	0.006811049	0.003423145	0.003423145	0.193965	0.00566931	0.601302	0.199063
648	0	-303.6773	-311.1156	7.438225	1	0	1	1	0.001909803	0.001909803	2.539768e-05	0.006402976	0.007181548	0.007181548	0.008044833	0.008044833	0.0804336	0.398752	0.371188	0.149626
649	1	-302.068	-316.9519	14.88389	0	0	1	1	0.0004205707	0.000146393	0.000690485	0.005303641	0.008340642	0.008340642	0.008300878	0.008300878	0.1211	0.602316	0.160469	0.116116
650	0	-299.4694	-314.439	14.96957	0	0	1	1	0.002714183	0.0009148026	5.237933e-05	0.004945302	0.00837257	0.00837257	0.006127904	0.006127904	0.0349684	0.154144	0.368647	0.44224
651	1	-301.4785	-320.1373	18.65883	0	0	1	1	0.001562035	0.0005632619	0.000506791	0.003042757	0.00573195	0.00573195	0.008470958	0.008470958	0.0665143	0.34901	0.20336	0.381116
652	0	-305.8541	-315.4575	9.60347	1	0	1	1	0.001123213	0.001123213	0.0001552246	0.004114779	0.008383981	0.008383981	0.007880278	0.007880278	0.335569	0.362657	0.281457	0.0203171
653	1	-306.2654	-324.3715	18.10611	1	0	1	1	0.001580059	0.001580059	3.524269e-05	0.004644874	0.005988465	0.005988465	0.00191997	0.00191997	0.21618	0.183977	0.511495	0.0883493
654	0	-293.5228	-313.3481	19.82529	0	0	1	0	0.001758095	0.0005831578	0.0001077763	0.006669324	0.007111575	0.007111575	0.0008594093	0.007956997	0.0441947	0.131589	0.703112	0.121105
655	1	-304.8878	-314.6608	9.772999	1	0	1	1	0.001302645	0.001302645	0.0004313371	0.006277135	0.007749356	0.007749356	0.005747688	0.005747688	0.194717	0.0689884	0.666968	0.0693262
656	0	-294.9629	-315.8829	20.91997	0	0	1	0	0.002093983	8.717984e-05	0.000256848	0.007384181	0.005744386	0.005744386	0.0006059906	0.007909605	0.32453	0.0814457	0.393346	0.200678
657	1	-301.2279	-318.1878	16.95992	0	0	1	1	0.002165854	0.003260291	8.602277e-05	0.004587166	0.005203258	0.005203258	0.006071509	0.006071509	0.342469	0.202209	0.294195	0.161127
658	0	-300.752	-317.4692	16.71719	1	0	1	0	0.001395774	0.001395774	0.0001294434	0.005529735	0.005657352	0.005657352	0.001004478	0.007871107	0.0722997	0.686254	0.185502	0.0559446
659	1	-297.988	-311.2205	13.23256	0	0	1	1	0.001943707	0.0002824318	2.585591e-05	0.005815685	0.008310208	0.008310208	0.008279155	0.008279155	0.0504564	0.234215	0.504388	0.21094
660	0	-302.2327	-316.5452	14.31248	1	0	1	0	0.001154357	0.001154357	0.0001379737	0.005052132	0.008925378	0.008925378	0.0005435889	0.007892456	0.105519	0.246058	0.426291	0.222132
661	1	-303.2889	-323.4506	20.16171	0	0	1	1	0.004157479	0.0006641665	0.0001205114	0.005254021	0.006001627	0.006001627	0.002356259	0.002356259	0.189844	0.0749598	0.12367	0.611526
662	0	-292.9103	-313.8593	20.94904	0	0	1	0	0.002462269	5.045794e-05	0.0001848739	0.005579358	0.007053281	0.007053281	0.0008749992	0.007851332	0.0133202	0.121439	0.807563	0.0576777
663	1	-297.2642	-313.9312	16.66699	0	0	1	1	0.002295329	0.0003373142	0.0003723417	0.005855262	0.006144355	0.006144355	0.006627503	0.006627503	0.0409864	0.0216649	0.721187	0.216162
664	0	-299.5818	-312.5592	12.97737	0	0	1	1	0.002440286	0.000910627	5.453467e-05	0.007232982	0.005649397	0.005649397	0.008593984	0.008593984	0.0404494	0.0622261	0.305412	0.591913
665	1	-304.7321	-316.9869	12.25485	1	0	1	1	0.001389411	0.001389411	0.0001622677	0.00612448	0.004937343	0.004937343	0.00670872	0.00670872	0.0283594	0.232347	0.493557	0.245737
666	0	-305.2887	-316.8073	11.51857	1	0	1	1	0.0003188287	0.0003188287	0.0002126975	0.004374643	0.006715897	0.006715897	0.008348647	0.008348647	0.144986	0.378181	0.466214	0.0106192
667	1	-298.943	-311.4325	12.48954	0	0	1	1	0.001800643	0.001923813	0.000157121	0.006616471	0.006590414	0.006590414	0.008223013	0.008223013	0.28661	0.169687	0.482877	0.0608256
668	0	-304.3205	-313.7252	9.404703	1	0	1	1	0.001787531	0.001787531	0.0002959338	0.00460317	0.006586674	0.006586674	0.008559236	0.008559236	0.635448	0.010237	0.26663	0.0876844
669	1	-297.8358	-322.4537	24.6179	0	0	1	0	0.0009358238	0.002914345	0.0004394803	0.00553306	0.006372543	0.006372543	0.001537862	0.003092038	0.244634	0.343181	0.35399	0.0581951
670	0	-298.71	-315.2023	16.49235	0	0	1	1	0.002079478	0.0001912523	0.0001434108	0.005287183	0.007583243	0.007583243	0.00650136	0.00650136	0.0938786	0.200046	0.0869858	0.61909
671	1	-305.0814	-313.7128	8.631448	1	0	1	1	0.00184235	0.00184235	0.0006635703	0.004715768	0.006248026	0.006248026	0.00904389	0.00904389	0.164475	0.100064	0.499314	0.236147
672	0	-306.4149	-318.8637	12.44876	1	0	1	1	0.001605343	0.001605343	0.0002563531	0.007421846	0.005305136	0.005305136	0.004562754	0.004562754	0.206079	0.173633	0.334887	0.285401
673	1	-306.2962	-317.2681	10.97193	1	0	1	1	0.002403056	0.002403056	0.0006041678	0.005021077	0.007797249	0.007797249	0.004626633	0.004626633	0.222923	0.259476	0.425496	0.0921058
674	0	-298.8911	-317.6651	18.77391	0	0	1	1	0.0005830027	0.0002671441	0.0005540946	0.005070224	0.00667623	0.00667623	0.006625698	0.006625698	0.394848	0.19705	0.316245	0.091857
675	1	-303.3541	-324.1629	20.80881	0	0	1	1	0.001492558	0.001443864	0.0003068838	0.00661169	0.00450824	0.00450824	0.003620884	0.003620884	0.121803	0.423539	0.165384	0.289274
676	0	-301.8675	-313.5403	11.67283	0	0	1	1	0.00140229	0.001484429	0.001111598	0.004600182	0.007295406	0.007295406	0.01013691	0.01013691	0.0387176	0.0442684	0.525413	0.391601
677	1	-298.7378	-317.4092	18.67134	0	0	1	1	0.001441374	0.0001336805	0.0008551137	0.005782301	0.006302774	0.006302774	0.005351492	0.005351492	0.118065	0.192721	0.57087	0.118344
678	0	-303.0675	-313.4299	10.36247	1	0	1	1	0.001028267	0.001028267	0.0001587583	0.004873188	0.007102934	0.007102934	0.007825822	0.007825822	0.0304888	0.0394247	0.649825	0.280261
679	1	-301.4755	-318.2002	16.72468	0	0	1	1	0.001236007	0.001923294	0.0007753046	0.004103297	0.007414098	0.007414098	0.006129291	0.006129291	0.355255	0.00557733	0.333775	0.305392
680	0	-304.2254	-312.4907	8.265336	1	0	1	1	0.001443396	0.001443396	1.059864e-05	0.006410364	0.007892021	0.007892021	0.007079684	0.007079684	0.281543	0.253018	0.363797	0.101642
681	1	-303.1109	-314.3576	11.24675	1	0	1	1	0.001696583	0.001696583	0.0002489597	0.004357899	0.006727416	0.006727416	0.007179272	0.007179272	0.0593348	0.125445	0.736322	0.0788981
682	0	-299.2563	-316.0861	16.8298	0	0	1	1	0.002657259	0.0009165173	0.000557518	0.004835888	0.00705551	0.00705551	0.005466013	0.005466013	0.0762832	0.194858	0.645541	0.0833181
683	1	-303.3375	-312.7021	9.364513	1	0	1	1	0.00177783	0.00177783	2.588545e-05	0.004935304	0.008097095	0.008097095	0.007031829	0.007031829	0.0711913	0.153222	0.749969	0.025617
684	0	-297.199	-313.7425	16.54348	0	0	1	1	0.002327865	0.0005136105	0.0002578771	0.005498194	0.00619818	0.00619818	0.006945167	0.006945167	0.273896	0.0250406	0.553953	0.147111
685	1	-298.313	-314.9466	16.63356	0	0	1	1	0.001045015	1.584585e-05	0.0004515255	0.00476222	0.007208653	0.007208653	0.008178292	0.008178292	0.381648	0.0133378	0.250606	0.354408
686	0	-299.8481	-321.2296	21.38151	0	0	1	1	0.001153273	0.001217669	5.799372e-05	0.004048565	0.007384554	0.007384554	0.003617644	0.003617644	0.257595	0.125096	0.395172	0.222137
687	1	-309.6036	-322.1097	12.50614	1	0	1	1	0.001915482	0.001915482	0.0006045927	0.002689936	0.007170306	0.007170306	0.006720583	0.006720583	0.55275	0.210631	0.156522	0.0800962
688	0	-304.1434	-312.8007	8.657289	1	0	1	1	0.002954138	0.002954138	7.915639e-05	0.006042931	0.007766473	0.007766473	0.005648145	0.005648145	0.0435106	0.108377	0.777714	0.070398
689	1	-299.5726	-313.4849	13.91238	0	0	1	1	0.001809289	0.0002066568	0.0008513982	0.005463315	0.007160107	0.007160107	0.008567516	0.008567516	0.136774	0.186246	0.378078	0.298902
690	0	-304.2042	-312.9979	8.793667	1	0	1	1	0.001933916	0.001933916	0.0002240137	0.003888493	0.007021467	0.007021467	0.009302837	0.009302837	0.194245	0.0417731	0.65209	0.111891
691	1	-299.2626	-313.3719	14.10931	0	0	1	1	0.002110122	0.002166197	0.0001130927	0.005129194	0.005868253	0.005868253	0.008497972	0.008497972	0.211448	0.149783	0.293087	0.345682
692	0	-293.9114	-318.7131	24.80175	0	0	1	0	0.00095623	2.748964e-05	4.166669e-06	0.005221416	0.005657122	0.005657122	0.00269417	0.006102624	0.370609	0.0315234	0.298796	0.299072
693	1	-298.2965	-315.9294	17.63293	0	0	1	1	0.001680463	0.001047883	0.0002275986	0.00559861	0.006325654	0.006325654	0.005901127	0.005901127	0.0552968	0.298606	0.193509	0.452588
694	0	-304.692	-319.0599	14.36796	1	0	1	1	0.0006263168	0.0006263168	2.913115e-05	0.005605046	0.006150498	0.006150498	0.005050068	0.005050068	0.762885	0.0118002	0.175608	0.0497074
695	1	-308.5943	-320.0039	11.40954	1	0	1	1	0.002809182	0.002809182	0.0006545064	0.005178863	0.008310819	0.008310819	0.003113379	0.003113379	0.0377267	0.426948	0.448067	0.0872588
696	0	-302.9376	-319.0503	16.11263	0	0	1	1	0.001197064	0.003058059	0.0003935083	0.004252948	0.0049597	0.0049597	0.008259086	0.008259086	0.249337	0.060986	0.203494	0.486183
697	1	-310.6304	-313.7949	3.164461	1	0	1	1	0.002325148	0.002325148	0.001020733	0.006858036	0.009076633	0.009076633	0.008048207	0.008048207	0.0400497	0.00745608	0.444763	0.507731
698	0	-302.2132	-313.7257	11.51248	1	0	1	1	0.001187498	0.001187498	9.318371e-05	0.005358465	0.006657294	0.006657294	0.006679642	0.006679642	0.0193332	0.0812076	0.787415	0.112044
699	1	-308.8931	-318.3526	9.459447	0	0	1	1	0.00387737	0.002065575	0.002367283	0.004766123	0.007381395	0.007381395	0.007522542	0.007522542	0.133468	0.207916	0.596538	0.0620773
700	0	-291.8602	-319.1303	27.27013	0	0	1	0	0.001297242	0.0002277714	2.952351e-05	0.005505258	0.005858178	0.005858178	0.0003667243	0.005204453	0.0183132	0.178687	0.498591	0.304409
701	1	-297.7604	-311.7282	13.96778	0	0	1	1	0.00272319	6.522595e-05	0.0002603182	0.005940256	0.006490508	0.006490508	0.008529987	0.008529987	0.443566	0.0321818	0.48152	0.042732
702	0	-305.7257	-317.1579	11.43227	1	0	1	1	0.001498878	0.001498878	0.0003442709	0.006623815	0.004814945	0.004814945	0.006764819	0.006764819	0.149145	0.12049	0.695621	0.034743
703	1	-298.5784	-318.0699	19.49151	0	0	1	1	0.001982168	0.0003111714	0.0001543273	0.004058549	0.00521337	0.00521337	0.007424774	0.007424774	0.265469	0.261147	0.340179	0.133205
704	0	-299.9598	-317.036	17.07628	0	0	1	1	0.001442574	0.0001787717	0.000118696	0.007911299	0.004819082	0.004819082	0.006801196	0.006801196	0.0466218	0.00633279	0.652706	0.294339
705	1	-304.0159	-312.1977	8.181828	1	0	1	1	0.001295865	0.001295865	0.0002848136	0.006720675	0.006953703	0.006953703	0.007654559	0.007654559	0.0880521	0.0857817	0.729021	0.0971447
706	0	-300.8142	-311.9411	11.12681	0	0	1	1	0.003712887	0.0001494219	0.0003477067	0.005309047	0.007496714	0.007496714	0.009495947	0.009495947	0.471508	0.00373655	0.271577	0.253178
707	1	-296.5117	-315.3662	18.85443	0	0	1	1	0.0008431285	0.0004190291	9.488196e-05	0.004369142	0.006439245	0.006439245	0.007540052	0.007540052	0.106671	0.0052886	0.696834	0.191206
708	0	-299.2101	-314.2368	15.02666	0	0	1	1	0.001894656	0.002356034	0.0004007956	0.004827484	0.006254846	0.006254846	0.007343042	0.007343042	0.0397051	0.179422	0.599488	0.181385
709	1	-304.6346	-311.9126	7.278022	1	0	1	1	0.00210679	0.00210679	0.0004172586	0.006562972	0.006702826	0.006702826	0.007915812	0.007915812	0.106438	0.247185	0.55216	0.0942174
710	0	-304.9315	-316.9674	12.03597	1	0	1	1	0.00171981	0.00171981	0.0001055366	0.005786918	0.004653071	0.004653071	0.007249666	0.007249666	0.0484777	0.161452	0.578241	0.21183
711	1	-304.8465	-312.4708	7.6243	1	0	1	1	0.001679365	0.001679365	0.000524877	0.004887317	0.006580922	0.006580922	0.009728188	0.009728188	0.171526	0.252534	0.453419	0.122521
712	0	-304.6189	-313.4642	8.845346	1	0	1	1	0.002114456	0.002114456	7.973971e-06	0.006782809	0.006722165	0.006722165	0.006697805	0.006697805	0.624612	0.132898	0.132981	0.109509
713	1	-304.0776	-314.0522	9.97457	1	0	1	1	0.00227192	0.00227192	0.0001370839	0.005309071	0.006033069	0.006033069	0.007579479	0.007579479	0.263701	0.501824	0.206296	0.0281788
714	0	-304.1541	-315.9833	11.8292	1	0	1	1	0.001198608	0.001198608	9.091938e-05	0.005306926	0.005283316	0.005283316	0.007817354	0.007817354	0.290704	0.335819	0.317176	0.0563011
715	1	-300.3288	-316.4364	16.10757	0	0	1	1	0.001453786	0.001400204	0.0002574063	0.004818799	0.004867942	0.004867942	0.009326686	0.009326686	0.269128	0.196585	0.383053	0.151235
716	0	-306.8304	-318.962	12.13161	1	0	1	1	0.0002564563	0.0002564563	0.0001495735	0.00420757	0.008679695	0.008679695	0.006137478	0.006137478	0.0794381	0.00139155	0.77766	0.141511
717	1	-304.5857	-316.1413	11.55567	1	0	1	1	0.0006877581	0.0006877581	0.0001153541	0.005178034	0.005615245	0.005615245	0.008341645	0.008341645	0.397574	0.128728	0.320548	0.15315
718	0	-300.9833	-312.176	11.1927	0	0	1	1	0.00199346	0.001919502	0.0003208379	0.005606785	0.008738623	0.008738623	0.007874485	0.007874485	0.153279	0.126761	0.66056	0.0593992
719	1	-302.2779	-321.338	19.06008	0	0	1	1	0.0002203004	0.0008198465	0.0005437978	0.003134874	0.006845902	0.006845902	0.007959628	0.007959628	0.0156972	0.0111581	0.410539	0.562606
720	0	-306.652	-317.4394	10.78742	1	0	1	1	0.003091557	0.003091557	1.910243e-06	0.00488237	0.008494164	0.008494164	0.004144689	0.004144689	0.208791	0.115927	0.304737	0.370545
721	1	-298.2191	-319.3492	21.13019	0	0	1	1	0.0006602818	0.000956785	0.0001263798	0.005254097	0.00676724	0.00676724	0.003936277	0.003936277	0.20265	0.0840104	0.592397	0.120943
722	0	-305.5471	-312.8354	7.288311	1	0	1	1	0.001809503	0.001809503	0.0002304759	0.007167931	0.005826832	0.005826832	0.008661856	0.008661856	0.060445	0.274517	0.29136	0.373678
723	1	-308.9112	-309.8334	0.9222844	1	0	1	1	0.002445081	0.002445081	0.000652713	0.00699687	0.007154287	0.007154287	0.01205465	0.01205465	0.205209	0.433763	0.296443	0.0645854
724	0	-299.8213	-310.5423	10.72098	0	0	1	1	0.001347451	0.002242811	0.0001318583	0.004500149	0.006258948	0.006258948	0.01238795	0.01238795	0.0131907	0.0275842	0.926302	0.0329231
725	1	-305.4495	-320.2432	14.79367	1	0	1	1	0.001139804	0.001139804	6.176934e-05	0.005059924	0.007682623	0.007682623	0.003141983	0.003141983	0.354184	0.0978755	0.305522	0.242418
726	0	-311.0251	-319.5321	8.506968	1	0	1	1	0.001089386	0.001089386	0.0006976515	0.003361569	0.008660253	0.008660253	0.008814382	0.008814382	0.179173	0.139865	0.0437652	0.637196
727	1	-306.5795	-318.4442	11.86463	1	0	1	1	0.002582172	0.002582172	0.0005862871	0.004886019	0.004962393	0.004962393	0.00664905	0.00664905	0.0262786	0.0709131	0.459491	0.443317
728	0	-299.3846	-317.5912	18.20666	0	0	1	1	0.001237235	0.001411607	0.0001531501	0.003621656	0.006620865	0.006620865	0.007231503	0.007231503	0.191017	0.384302	0.249216	0.175465
729	1	-309.249	-312.8603	3.611373	1	0	1	1	0.002645077	0.002645077	0.0005533737	0.007708058	0.006350765	0.006350765	0.009677858	0.009677858	0.756351	0.0364875	0.0867941	0.120367
730	0	-305.6833	-321.6464	15.96311	1	0	1	1	0.0008707509	0.0008707509	0.0002216482	0.005125637	0.006335978	0.006335978	0.003502088	0.003502088	0.169433	0.12886	0.178175	0.523532
731	1	-301.5421	-321.7675	20.22534	0	0	1	1	0.0001443763	0.0006819257	0.0001619024	0.004819833	0.006213812	0.006213812	0.006476171	0.006476171	0.0213784	0.860912	0.0798155	0.0378939
732	0	-306.1499	-308.7509	2.601058	1	0	1	1	0.00206945	0.00206945	0.0003804245	0.005214039	0.007075981	0.007075981	0.01308509	0.01308509	0.0580425	0.0880809	0.836306	0.0175704
733	1	-300.3532	-312.0996	11.74638	0	0	1	1	0.00149713	0.001426518	2.985377e-05	0.006912326	0.006020795	0.006020795	0.0100794	0.0100794	0.715674	0.0289682	0.130422	0.124936
734	0	-297.4802	-319.828	22.34779	0	0	1	0	0.001199921	0.002545109	0.0001023832	0.004691712	0.005268293	0.005268293	3.771167e-06	0.0090134	0.842642	0.022885	0.115042	0.0194302
735	1	-299.4058	-315.2712	15.86543	0	0	1	1	0.0007085493	0.00175999	5.794808e-05	0.004093733	0.008225969	0.008225969	0.007491906	0.007491906	0.107404	0.0579605	0.823073	0.0115625
736	0	-296.9146	-312.5755	15.66095	0	0	1	0	0.003448177	0.0005551991	5.017048e-05	0.006109458	0.008384327	0.008384327	0.001124982	0.009041841	0.343101	0.0056326	0.568516	0.08275
737	1	-298.142	-313.6763	15.53428	0	0	1	1	0.002375196	6.438352e-07	0.0003264856	0.006270491	0.007266131	0.007266131	0.006390813	0.006390813	0.120327	0.117976	0.338773	0.422924
738	0	-300.8613	-316.8178	15.95649	1	0	1	0	0.002050325	0.002050325	0.0001802961	0.004185672	0.00607103	0.00607103	0.0006325218	0.00913805	0.073998	0.43107	0.403314	0.0916179
739	1	-296.1883	-312.3785	16.19024	0	0	1	1	0.001240675	0.0006578885	1.839852e-06	0.004535155	0.006418798	0.006418798	0.009197653	0.009197653	0.00945417	0.0110259	0.86304	0.11648
740	0	-305.2791	-314.7549	9.475816	1	0	1	0	0.004589456	0.004589456	0.000587203	0.006232322	0.006729148	0.006729148	0.0006320214	0.009195719	0.189701	0.0272855	0.623308	0.159705
741	1	-298.4531	-317.0773	18.62422	1	0	1	0	0.001823351	0.001823351	8.795423e-07	0.005089825	0.006164129	0.006164129	7.395089e-05	0.006756102	0.0627586	0.319833	0.40442	0.212988
742	0	-306.7003	-314.6638	7.963458	1	0	1	1	0.002466183	0.002466183	0.0007060253	0.005712521	0.005245993	0.005245993	0.008971227	0.008971227	0.0159966	0.22712	0.501659	0.255225
743	1	-292.6184	-316.6895	24.0711	0	0	1	0	0.001577692	0.0001231275	0.0002469005	0.005557962	0.00629875	0.00629875	0.0007346401	0.006767685	0.409551	0.016824	0.482798	0.0908267
744	0	-302.7507	-315.2955	12.54486	0	0	1	1	0.002695912	0.003014435	0.0004577172	0.003581975	0.007157798	0.007157798	0.008354917	0.008354917	0.0108264	0.245817	0.401826	0.341531
745	1	-309.0291	-319.2382	10.20914	1	0	1	1	0.001721206	0.001721206	0.0007208171	0.002889174	0.005696938	0.005696938	0.01009589	0.01009589	0.238724	0.310655	0.215848	0.234773
746	0	-294.9237	-318.6076	23.6839	0	0	1	0	0.001711161	0.000121861	0.0002591413	0.006658661	0.007810446	0.007810446	0.0007076771	0.004378844	0.0351587	0.483594	0.268995	0.212253
747	1	-304.1509	-314.3126	10.16163	1	0	1	1	0.0009257103	0.0009257103	0.0001319256	0.005426914	0.006237491	0.006237491	0.008443829	0.008443829	0.341107	0.233012	0.224003	0.201879
748	0	-298.728	-318.1857	19.45771	0	0	1	1	0.0008279976	1.001767e-05	8.922441e-05	0.004468525	0.008325957	0.008325957	0.005452407	0.005452407	0.243699	0.139528	0.303987	0.312786
749	1	-305.5277	-313.0033	7.475669	1	0	1	1	0.00332703	0.00332703	0.0002397653	0.007050147	0.006959589	0.006959589	0.005955047	0.005955047	0.244151	0.127664	0.627038	0.00114698
750	0	-298.2913	-317.3879	19.09664	0	0	1	1	0.002199468	0.0008663985	9.779083e-05	0.005703081	0.004988572	0.004988572	0.005636835	0.005636835	0.0413914	0.335034	0.609789	0.0137857
751	1	-300.539	-313.8753	13.33626	0	0	1	1	0.001993755	0.004801158	3.653013e-05	0.005525957	0.006633467	0.006633467	0.005574839	0.005574839	0.209203	0.093374	0.650756	0.0466661
752	0	-306.6937	-316.0308	9.337115	1	0	1	1	0.002369714	0.002369714	0.0004339276	0.007124233	0.006814338	0.006814338	0.005149862	0.005149862	0.339208	0.341331	0.170189	0.149273
753	1	-304.9523	-314.7176	9.765319	1	0	1	1	0.001510594	0.001510594	0.0008752183	0.005300676	0.00620584	0.00620584	0.007622597	0.007622597	0.0725133	0.063109	0.770767	0.0936109
754	0	-298.3051	-316.6076	18.30251	0	0	1	1	0.00123177	0.001042352	0.0004517157	0.005653053	0.006936064	0.006936064	0.004876637	0.004876637	0.0846152	0.199996	0.646505	0.0688832
755	1	-304.2878	-323.9562	19.66839	1	0	1	0	0.001950409	0.001950409	0.0008193197	0.005298685	0.007348982	0.007348982	0.000970073	0.002601101	0.403749	0.393485	0.157903	0.0448633
756	0	-299.39	-322.7859	23.39589	0	0	1	1	0.001444679	0.0002980675	0.000229543	0.003853055	0.005928169	0.005928169	0.003951987	0.003951987	0.453554	0.0327546	0.329415	0.184277
757	1	-298.7693	-313.7056	14.93631	0	0	1	1	0.00165029	0.0004186626	1.810733e-05	0.004444326	0.007933146	0.007933146	0.008691909	0.008691909	0.127785	0.100174	0.148396	0.623645
758	0	-303.8368	-310.1258	6.289047	1	0	1	1	0.001294003	0.001294003	8.188612e-05	0.006341505	0.006534007	0.006534007	0.01032532	0.01032532	0.176762	0.102078	0.670503	0.0506575
759	1	-301.5902	-315.5311	13.94088	0	0	1	1	0.0006669263	0.002133277	0.0004338393	0.004391858	0.006563738	0.006563738	0.009843542	0.009843542	0.233884	0.565222	0.162312	0.0385827
760	0	-306.2703	-313.1398	6.869509	1	0	1	1	0.002234039	0.002234039	5.431305e-05	0.003763584	0.008395221	0.008395221	0.009618308	0.009618308	0.074933	0.447785	0.373722	0.10356
761	1	-307.5622	-311.482	3.919809	1	0	1	1	0.00153772	0.00153772	0.001046078	0.006187449	0.007657223	0.007657223	0.010235	0.010235	0.0732967	0.130888	0.785296	0.0105191
762	0	-307.8152	-313.8578	6.042572	1	0	1	1	0.003190441	0.003190441	0.0001047462	0.008692081	0.005761179	0.005761179	0.007045359	0.007045359	0.100668	0.309457	0.488216	0.101659
763	1	-304.2126	-315.0676	10.85501	1	0	1	1	0.002266578	0.002266578	4.099001e-05	0.006235729	0.00583176	0.00583176	0.006180098	0.006180098	0.0877615	0.624079	0.189803	0.0983565
764	0	-307.7653	-314.051	6.285676	1	0	1	1	0.001697075	0.001697075	0.0005459846	0.00556271	0.005022434	0.005022434	0.01175148	0.01175148	0.207969	0.00415042	0.363181	0.4247
765	1	-300.1395	-315.858	15.71847	0	0	1	1	0.0008400757	0.0007423634	0.0002828386	0.003799477	0.007510089	0.007510089	0.009292688	0.009292688	0.000167668	0.208234	0.183596	0.608003
766	0	-304.3926	-311.5801	7.187506	1	0	1	1	0.0009605513	0.0009605513	7.575867e-07	0.00552402	0.007435885	0.007435885	0.009864169	0.009864169	0.274085	0.120887	0.294278	0.310749
767	1	-306.4234	-315.9403	9.516904	1	0	1	1	0.002110461	0.002110461	8.541286e-05	0.007365183	0.005497492	0.005497492	0.006675173	0.006675173	0.602917	0.186125	0.0944036	0.116555
768	0	-305.3055	-315.017	9.711467	1	0	1	1	0.002352859	0.002352859	0.0003194403	0.005904361	0.005153804	0.005153804	0.007831892	0.007831892	0.154616	0.398232	0.427925	0.019227
769	1	-304.7021	-316.797	12.09493	1	0	1	1	0.0007512056	0.0007512056	1.589224e-05	0.00359865	0.006970487	0.006970487	0.008126842	0.008126842	0.297702	0.347793	0.335483	0.019021
770	0	-305.969	-312.2426	6.273591	1	0	1	1	0.003423456	0.003423456	7.64947e-05	0.005533169	0.008028731	0.008028731	0.007528481	0.007528481	0.0437926	0.123696	0.256077	0.576434
771	1	-299.0914	-314.9222	15.83086	0	0	1	1	0.000434678	0.0008774557	6.12624e-06	0.006011344	0.006283646	0.006283646	0.008755291	0.008755291	0.0608678	0.43001	0.250095	0.259027
772	0	-294.322	-314.8557	20.53365	0	0	1	0	0.001843028	0.0002894747	2.545086e-05	0.006257956	0.007926806	0.007926806	0.001590614	0.006489099	0.420078	0.189537	0.33957	0.050815
773	1	-300.0065	-314.4821	14.47564	0	0	1	1	0.002479615	0.002508881	0.0003387057	0.005883842	0.007108736	0.007108736	0.005242405	0.005242405	0.184232	0.0539571	0.627035	0.134776
774	0	-302.5373	-319.1848	16.64742	1	0	1	0	0.0008505851	0.0008505851	0.000778598	0.006420795	0.006236558	0.006236558	0.0008329959	0.00652981	0.0196717	0.0216515	0.466811	0.491866
