Iteration	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
8500	-305.8043	-313.8412	8.036848	1	0	1	1	0.001548021	0.001548021	0.0006487365	0.006866841	0.006388807	0.006388807	0.007584904	0.007584904	0.063061	0.2696	0.427903	0.239436
8600	-303.435	-314.2335	10.79851	1	0	1	1	0.002457728	0.002457728	0.0002097721	0.005346175	0.005931965	0.005931965	0.00665928	0.00665928	0.00461771	0.0519076	0.590791	0.352683
8700	-304.0482	-319.7933	15.74517	0	0	1	1	0.003129198	0.001206375	0.0005914015	0.006778977	0.00519808	0.00519808	0.005539986	0.005539986	0.558048	0.100773	0.0347729	0.306405
8800	-308.1503	-316.8067	8.656443	1	0	1	1	0.005307263	0.005307263	0.000103391	0.005984882	0.005674585	0.005674585	0.005421467	0.005421467	0.269591	0.230814	0.448163	0.0514315
8900	-297.9093	-315.3377	17.42842	0	0	1	1	0.001095106	0.0004346532	5.30824e-05	0.003627725	0.005990089	0.005990089	0.009760808	0.009760808	0.109069	0.354412	0.526467	0.010052
9000	-299.013	-317.7006	18.68756	0	0	1	1	0.0005903748	0.0006510313	0.0001503906	0.005193473	0.008105397	0.008105397	0.005161785	0.005161785	0.417783	0.0301466	0.446524	0.105546
9100	-301.948	-314.6009	12.65297	0	0	1	1	0.003394873	0.0002356715	3.002057e-06	0.005657703	0.00494376	0.00494376	0.01093252	0.01093252	0.477214	0.36381	0.085223	0.0737529
9200	-302.0109	-308.8232	6.812283	0	0	1	1	0.002271857	0.001749359	0.0002025338	0.006444013	0.006557015	0.006557015	0.01308705	0.01308705	0.279166	0.0567218	0.35028	0.313832
9300	-297.2975	-317.4897	20.19217	0	0	1	1	0.001526802	8.196487e-05	0.0001854916	0.006039599	0.005893343	0.005893343	0.004800034	0.004800034	0.144303	0.139528	0.306292	0.409877
9400	-298.8279	-317.5162	18.6883	0	0	1	1	0.001412317	0.0008738369	0.000228285	0.006862582	0.005718918	0.005718918	0.004755855	0.004755855	0.00813493	0.169321	0.419236	0.403308
9500	-299.7743	-316.6927	16.91839	0	0	1	1	0.003068089	0.001513086	2.650884e-05	0.005573229	0.005089238	0.005089238	0.00614053	0.00614053	0.44037	0.0519908	0.404319	0.10332
9600	-304.6221	-320.3493	15.72714	1	0	1	1	0.002269251	0.002269251	9.376563e-05	0.004207136	0.006050825	0.006050825	0.00364296	0.00364296	0.0941679	0.0233981	0.75471	0.127724
9700	-306.5368	-319.1693	12.63255	1	0	1	1	0.001674111	0.001674111	0.000517069	0.005613639	0.004686959	0.004686959	0.006497782	0.006497782	0.20975	0.0171661	0.408606	0.364479
9800	-305.5367	-318.9495	13.41275	1	0	1	1	0.001809956	0.001809956	0.0002403886	0.006569814	0.005237569	0.005237569	0.004444656	0.004444656	0.0625991	0.150888	0.330361	0.456152
9900	-319.5266	-324.2806	4.754045	0	1	1	1	0.002372831	0.0044061	0.002374283	0.002374283	0.008769642	0.008769642	0.008005846	0.008005846	0.423919	0.19585	0.245571	0.13466
10000	-299.5006	-311.4021	11.90154	0	0	1	1	0.002492712	0.0004244761	0.0001153422	0.005388901	0.006718558	0.006718558	0.01068938	0.01068938	0.256994	0.257319	0.122409	0.363279
10100	-300.0096	-320.5673	20.55764	0	0	1	0	0.002524624	0.002164769	0.0007760583	0.005345735	0.008178484	0.008178484	0.001810085	0.003601544	0.298152	0.191769	0.323951	0.186128
