Iteration	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
7500	-299.2605	-315.6875	16.42708	0	1	1	0	0.00443616	1.053235e-05	0.00751768	0.00751768	0.005607042	0.005607042	0.002494298	0.001777702	0.363238	0.0457078	0.328906	0.262148
7600	-305.2638	-313.5153	8.251503	0	1	1	1	0.005625651	0.0001880888	0.007122785	0.007122785	0.006591307	0.006591307	0.003320415	0.003320415	0.244047	0.0935028	0.59438	0.0680699
7700	-304.9147	-314.204	9.289232	0	1	1	1	0.005370929	0.0001515234	0.005643066	0.005643066	0.007805212	0.007805212	0.002963517	0.002963517	0.275248	0.0964565	0.441997	0.186299
7800	-297.2432	-318.7829	21.53965	0	1	1	0	0.004645326	0.0001008042	0.005939697	0.005939697	0.004483127	0.004483127	0.001966596	0.0002048705	0.419718	0.146784	0.141409	0.29209
7900	-296.9146	-316.38	19.46542	0	1	1	0	0.005590558	0.000248685	0.005914805	0.005914805	0.006237163	0.006237163	0.0008552827	0.0003208405	0.680734	0.156163	0.0660763	0.097027
8000	-303.1275	-313.1218	9.994322	0	1	1	1	0.006207888	1.635589e-05	0.006348146	0.006348146	0.007896261	0.007896261	0.0008445752	0.0008445752	0.612799	0.0689943	0.272516	0.0456906
8100	-307.2018	-316.9012	9.699413	0	1	1	1	0.005761241	0.0005713582	0.008211119	0.008211119	0.004858313	0.004858313	0.002170941	0.002170941	0.217809	0.671954	0.0693506	0.0408861
8200	-303.6533	-312.8673	9.214042	0	1	1	1	0.006295941	6.086985e-05	0.005750919	0.005750919	0.008710917	0.008710917	0.001181825	0.001181825	0.528732	0.0302933	0.234129	0.206845
8300	-297.0273	-314.2204	17.19314	0	1	1	0	0.004777287	6.139591e-05	0.006072252	0.006072252	0.00763059	0.00763059	0.002459227	0.000167935	0.33256	0.629352	0.00173324	0.0363551
8400	-304.6479	-313.9219	9.274079	0	1	1	1	0.006736974	1.278647e-05	0.00807647	0.00807647	0.006369555	0.006369555	0.0007518084	0.0007518084	0.819797	0.0727089	0.0205684	0.0869259
8500	-301.776	-313.4241	11.64815	0	1	0	1	0.006595227	0.0003210635	0.007043575	0.007043575	0.009064195	0.0009264107	0.002102071	0.002102071	0.394315	0.565364	0.0139651	0.026356
8600	-298.1715	-318.3308	20.15924	0	1	1	0	0.007512305	5.870811e-05	0.00610994	0.00610994	0.003316977	0.003316977	0.001555939	2.374182e-06	0.697769	0.0320887	0.239513	0.0306295
8700	-298.9374	-316.7663	17.82892	0	1	1	0	0.005967573	0.0002436054	0.006289514	0.006289514	0.005557227	0.005557227	0.002353419	0.000197376	0.0790779	0.299893	0.601568	0.0194613
8800	-301.251	-316.2892	15.03817	0	0	1	0	0.005187392	0.0001032775	0.005778671	0.004907143	0.008111543	0.008111543	0.003569313	0.00160534	0.0451064	0.0740112	0.194449	0.686433
8900	-301.4742	-314.156	12.68178	0	1	1	0	0.00535491	0.000146196	0.009212717	0.009212717	0.006730714	0.006730714	0.001834799	0.001862822	0.439237	0.0580546	0.394092	0.108616
9000	-307.9408	-319.0847	11.14392	0	1	1	1	0.006378092	0.0007002316	0.005498136	0.005498136	0.007164411	0.007164411	0.0005598263	0.0005598263	0.23188	0.199979	0.520354	0.0477869
9100	-301.5341	-317.6268	16.09273	0	1	1	0	0.006615536	3.861074e-05	0.007545088	0.007545088	0.004081508	0.004081508	0.003479706	0.0003774503	0.0370072	0.147329	0.739131	0.0765333
9200	-304.5367	-312.8916	8.354917	0	1	1	1	0.006774273	1.544642e-05	0.006951008	0.006951008	0.007131878	0.007131878	0.001884558	0.001884558	0.15372	0.0870595	0.685085	0.0741354
9300	-297.8259	-315.1055	17.27963	0	1	1	0	0.005717172	0.0003209381	0.005783477	0.005783477	0.006548063	0.006548063	0.002178798	0.0005440661	0.444749	0.118631	0.2794	0.15722
9400	-304.9785	-312.5276	7.549036	0	1	1	1	0.007572572	0.0001087745	0.006787104	0.006787104	0.007483061	0.007483061	0.001515447	0.001515447	0.371783	0.115376	0.346809	0.166032
9500	-300.1663	-318.3949	18.22856	0	1	1	0	0.005689533	0.0009071521	0.006661261	0.006661261	0.00584149	0.00584149	0.0005535195	0.0006037656	0.583683	0.328347	0.0564966	0.031473
9600	-305.9117	-315.0134	9.101724	0	1	1	1	0.00667676	0.0001033568	0.006900254	0.006900254	0.004728431	0.004728431	0.003690598	0.003690598	0.354187	0.0599019	0.33067	0.255241
9700	-304.0784	-315.7236	11.64516	0	1	1	1	0.005287477	0.0001443322	0.007792834	0.007792834	0.005048424	0.005048424	0.001586148	0.001586148	0.426238	0.174263	0.311869	0.0876297
9800	-303.8816	-317.4303	13.54869	0	1	1	1	0.006298459	6.950413e-05	0.006558408	0.006558408	0.003871271	0.003871271	0.001385007	0.001385007	0.398711	0.111954	0.31214	0.177195
9900	-304.8444	-312.7484	7.904005	0	1	1	1	0.006472994	1.705343e-05	0.00725262	0.00725262	0.008876331	0.008876331	0.0005353138	0.0005353138	0.494798	0.259181	0.0460078	0.200014
10000	-306.6871	-315.2181	8.531061	0	1	1	1	0.006870483	0.0006903578	0.006910585	0.006910585	0.007124422	0.007124422	0.001006174	0.001006174	0.299298	0.329689	0.100379	0.270635
10100	-304.4197	-315.6755	11.25582	0	1	1	1	0.00386758	0.0001069378	0.007889727	0.007889727	0.007406355	0.007406355	0.0009315348	0.0009315348	0.710435	0.110482	0.141812	0.0372702
10200	-308.7157	-311.6212	2.905498	0	1	1	1	0.007133982	0.0007280812	0.006962407	0.006962407	0.01201926	0.01201926	0.0007131106	0.0007131106	0.683162	0.0960561	0.013796	0.206986
10300	-304.3461	-317.436	13.08993	0	1	1	1	0.005773932	0.0001212575	0.005917836	0.005917836	0.006240543	0.006240543	0.0005331395	0.0005331395	0.448611	0.0678245	0.116262	0.367303
10400	-297.208	-319.6127	22.40472	0	1	0	0	0.006806338	0.0006810433	0.005559965	0.005559965	0.005437618	0.0007621425	0.00348782	3.952497e-05	0.523563	0.124102	0.14567	0.206665
10500	-301.101	-311.9316	10.83054	0	0	1	0	0.00644825	0.0005408255	0.007365181	0.003062829	0.01445107	0.01445107	0.0009961505	0.0001043303	0.374186	0.00986157	0.41226	0.203693
10600	-303.6546	-314.5785	10.92395	0	1	1	1	0.005136414	0.000422923	0.006421806	0.006421806	0.007047335	0.007047335	0.001465964	0.001465964	0.519028	0.14876	0.0230346	0.309178
10700	-297.8884	-322.5623	24.67391	0	1	0	0	0.004397753	0.0001105793	0.004835402	0.004835402	0.005774196	0.004010469	0.0006623995	0.0009850214	0.685725	0.0852429	0.0369839	0.192048
10800	-304.2102	-313.5202	9.309977	0	1	1	1	0.004359739	1.664156e-05	0.007317741	0.007317741	0.008289994	0.008289994	0.001931861	0.001931861	0.200305	0.239438	0.475282	0.0849746
10900	-304.9133	-313.8498	8.936553	0	1	1	0	0.003290073	3.587794e-05	0.008023435	0.008023435	0.01052861	0.01052861	0.0009823774	0.00558046	0.435575	0.135436	0.143922	0.285067
11000	-303.7192	-311.363	7.64373	0	1	1	1	0.005304681	2.858607e-05	0.006465316	0.006465316	0.008416545	0.008416545	0.003168426	0.003168426	0.593698	0.122746	0.197852	0.0857045
11100	-297.3893	-313.6541	16.26478	0	1	1	0	0.004703222	0.0002458306	0.007916797	0.007916797	0.007675745	0.007675745	0.001336644	0.0001081258	0.629323	0.140817	0.206157	0.0237034
11200	-304.956	-319.8284	14.87239	0	1	1	1	0.005288525	0.0004241591	0.005446189	0.005446189	0.004818413	0.004818413	0.001039489	0.001039489	0.520677	0.0852465	0.130758	0.263318
11300	-305.3589	-313.374	8.015125	0	1	1	1	0.006409908	0.0002326795	0.007043182	0.007043182	0.008576266	0.008576266	0.0007944067	0.0007944067	0.256444	0.164491	0.152787	0.426277
11400	-303.8078	-313.8688	10.06106	0	1	1	1	0.004495522	0.0001963795	0.005681509	0.005681509	0.008936109	0.008936109	0.001944926	0.001944926	0.605451	0.218242	0.111588	0.0647187
11500	-304.6747	-314.5291	9.854376	0	1	1	1	0.004149329	0.0001251276	0.007591238	0.007591238	0.006812234	0.006812234	0.002758558	0.002758558	0.51496	0.170036	0.252549	0.0624556
11600	-298.3187	-314.2037	15.88502	0	1	1	0	0.007144248	8.277604e-05	0.00780059	0.00780059	0.006286791	0.006286791	0.00100582	6.171678e-07	0.458467	0.38757	0.134111	0.0198514
11700	-304.8457	-316.4616	11.6159	0	1	1	1	0.003344623	5.340032e-05	0.006564197	0.006564197	0.007621458	0.007621458	0.002301311	0.002301311	0.464756	0.186486	0.138062	0.210695
11800	-299.9903	-316.81	16.81969	0	1	1	0	0.005807026	0.0001683773	0.008138394	0.008138394	0.004321663	0.004321663	0.001709744	0.001352411	0.292433	0.468087	0.125556	0.113923
11900	-298.5566	-314.2925	15.73597	0	1	1	0	0.006824249	0.0001925427	0.006893629	0.006893629	0.005727991	0.005727991	0.001292701	0.001521007	0.607832	0.351385	0.011032	0.0297504
12000	-300.0094	-321.3452	21.33579	0	1	0	1	0.005431162	0.0002560779	0.006186814	0.006186814	0.002981216	0.000465565	0.002199137	0.002199137	0.79181	0.0305897	0.0177955	0.159805
12100	-305.9572	-319.2603	13.30307	0	1	1	1	0.004560303	0.0005063578	0.006528086	0.006528086	0.005947976	0.005947976	0.0008562599	0.0008562599	0.134221	0.475327	0.35429	0.0361622
12200	-300.426	-314.932	14.506	0	1	1	0	0.007941915	0.0002353726	0.005734808	0.005734808	0.007244354	0.007244354	0.001993794	0.0003851943	0.20213	0.125709	0.431524	0.240637
12300	-297.4534	-317.1496	19.69618	0	1	1	0	0.004325775	3.667517e-05	0.005959409	0.005959409	0.00571088	0.00571088	0.002700171	0.0002311769	0.470249	0.277221	0.033912	0.218618
12400	-298.1532	-315.5477	17.39459	0	1	1	0	0.005914688	0.000355732	0.005482317	0.005482317	0.007265386	0.007265386	0.00181001	0.0001631265	0.314417	0.0225544	0.00644464	0.656584
12500	-306.806	-315.4588	8.652799	0	1	0	1	0.007681656	9.569885e-05	0.006975412	0.006975412	0.00411606	0.008170421	0.001651511	0.001651511	0.271961	0.480563	0.185157	0.0623189
12600	-301.2591	-314.1799	12.92084	0	1	1	0	0.005886992	0.0002086795	0.006476678	0.006476678	0.007279695	0.007279695	0.004157499	0.000922055	0.180887	0.435317	0.0672321	0.316564
12700	-304.0142	-311.8264	7.812149	0	1	1	1	0.005889371	0.000406333	0.007095033	0.007095033	0.007524676	0.007524676	0.002319805	0.002319805	0.763971	0.126791	0.0770679	0.0321703
12800	-305.5642	-318.751	13.18676	0	1	1	1	0.003375871	0.0002130037	0.005469405	0.005469405	0.00835233	0.00835233	0.001090814	0.001090814	0.516739	0.292402	0.149958	0.0409011
12900	-298.7929	-314.4048	15.61188	0	1	1	0	0.006828151	7.5411e-05	0.006013703	0.006013703	0.008041834	0.008041834	0.001149771	0.0004525474	0.132797	0.308615	0.056944	0.501645
13000	-303.6073	-320.093	16.48573	0	1	0	1	0.006191677	0.0003850566	0.008754096	0.008754096	0.003726665	0.001789263	0.000945	0.000945	0.605425	0.0260601	0.0664638	0.302051
13100	-305.3922	-312.1613	6.769052	0	1	1	1	0.005986533	0.0002539352	0.008361691	0.008361691	0.00751629	0.00751629	0.002035497	0.002035497	0.463929	0.378144	0.150101	0.00782607
13200	-296.7184	-312.9991	16.28075	0	1	0	0	0.004893809	5.023111e-06	0.007707127	0.007707127	0.009536802	0.002387093	0.003069929	0.0005684678	0.381936	0.24062	0.157575	0.219868
13300	-306.1398	-318.9528	12.813	0	1	1	1	0.004493021	0.0009970936	0.006130307	0.006130307	0.00596399	0.00596399	0.001246213	0.001246213	0.489543	0.102562	0.342651	0.0652438
