Iteration	Replicate_ID	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
96	0	-304.6651	-318.3648	13.69968	0	1	1	1	0.005929523	0.000407482	0.006531319	0.006531319	0.003840161	0.003840161	0.001341177	0.001341177	0.510813	0.248628	0.15725	0.083309
97	1	-307.306	-319.3228	12.01685	0	1	1	1	0.003124171	0.0004726727	0.005637838	0.005637838	0.009533951	0.009533951	0.000763209	0.000763209	0.483924	0.0950945	0.338313	0.0826688
98	0	-300.3436	-317.6666	17.32297	0	1	1	0	0.006397643	0.0004104876	0.004680692	0.004680692	0.006560815	0.006560815	0.002617775	0.0003869274	0.653054	0.0399869	0.209296	0.0976629
99	1	-300.6753	-311.4245	10.74922	0	1	1	0	0.005422301	0.0001084474	0.005175829	0.005175829	0.01275495	0.01275495	0.002648803	0.000733962	0.711396	0.119179	0.155771	0.013654
100	0	-304.3395	-311.4766	7.13707	0	1	1	1	0.006059139	0.0001073767	0.006229388	0.006229388	0.009851146	0.009851146	0.001582755	0.001582755	0.272369	0.0522029	0.384824	0.290605
101	1	-295.8091	-321.6698	25.86078	0	1	0	0	0.00539679	0.0002795527	0.006823126	0.006823126	0.005806728	3.551387e-05	0.0002210511	0.001167696	0.481166	0.2875	0.210476	0.020858
102	0	-304.6873	-313.4772	8.789965	0	1	1	1	0.004801706	1.724778e-05	0.007071462	0.007071462	0.009332614	0.009332614	0.001150958	0.001150958	0.11075	0.0112079	0.109762	0.76828
103	1	-302.447	-316.6418	14.19477	0	1	1	0	0.003561809	0.0007694391	0.007716531	0.007716531	0.01153139	0.01153139	0.0002091682	2.12246e-05	0.715148	0.158652	0.000923495	0.125276
104	0	-300.714	-315.0552	14.34122	0	1	1	0	0.004731724	2.445146e-05	0.00795053	0.00795053	0.006240767	0.006240767	0.002088767	0.002644333	0.175413	0.354925	0.408229	0.0614328
105	1	-298.3764	-316.2831	17.90675	0	1	1	0	0.003961594	4.517545e-05	0.007668872	0.007668872	0.007220462	0.007220462	0.001062553	0.0005815065	0.27117	0.384076	0.240825	0.10393
106	0	-300.7658	-313.9248	13.15899	0	1	1	0	0.004564168	0.0004480352	0.006397361	0.006397361	0.01018483	0.01018483	0.000743687	0.002383768	0.479838	0.0789792	0.246571	0.194612
107	1	-299.394	-314.1493	14.75529	0	1	1	0	0.00520054	0.0002403886	0.005878627	0.005878627	0.008595146	0.008595146	0.001647449	0.001753724	0.206195	0.166099	0.231001	0.396705
108	0	-305.6138	-313.2197	7.605906	0	1	1	1	0.006437736	0.0002779199	0.006693873	0.006693873	0.009441697	0.009441697	0.0005656433	0.0005656433	0.47842	0.0983813	0.412406	0.0107928
109	1	-293.363	-317.6292	24.26616	0	1	0	0	0.004816763	6.77449e-05	0.006925528	0.006925528	0.006650821	3.608529e-05	0.001221075	0.001416933	0.413439	0.189634	0.0260942	0.370833
110	0	-301.7852	-317.2727	15.48757	0	1	1	0	0.005196046	0.001189048	0.005659114	0.005659114	0.006663007	0.006663007	0.002538149	0.001425541	0.717857	0.0508111	0.0607411	0.170591
111	1	-297.0288	-314.2659	17.23703	0	1	1	0	0.005702968	0.0001403581	0.007280794	0.007280794	0.006184676	0.006184676	0.001358469	0.000462762	0.400961	0.381094	0.211039	0.00690645
112	0	-297.2745	-312.0945	14.82002	0	1	1	0	0.005780843	2.193155e-05	0.005885941	0.005885941	0.009409875	0.009409875	0.001466442	0.0006938315	0.420353	0.25148	0.221432	0.106736
113	1	-297.9555	-319.1914	21.23595	0	1	1	0	0.005803234	0.0003480508	0.006154071	0.006154071	0.003976189	0.003976189	0.001227394	9.897258e-05	0.368222	0.158457	0.415837	0.0574839
114	0	-304.135	-316.1331	11.99812	0	1	1	1	0.004520224	0.0001565324	0.006178512	0.006178512	0.006125124	0.006125124	0.002567953	0.002567953	0.341001	0.340445	0.226744	0.0918104
115	1	-297.4434	-313.7509	16.30754	0	1	1	0	0.005481409	0.0004261424	0.006523404	0.006523404	0.00855474	0.00855474	0.0009011501	6.185011e-05	0.56574	0.138047	0.0173073	0.278906
116	0	-301.4603	-317.2703	15.80994	0	1	1	0	0.004459723	0.001039773	0.005626415	0.005626415	0.008781019	0.008781019	0.002301865	0.0001781736	0.229757	0.670327	0.0656992	0.0342163
117	1	-306.5805	-317.9446	11.36408	0	1	1	1	0.007515205	0.000216077	0.005776883	0.005776883	0.005983369	0.005983369	0.0006152508	0.0006152508	0.398901	0.382243	0.0848379	0.134018
118	0	-306.4935	-313.9711	7.477625	0	1	1	1	0.00781329	0.0001231385	0.006737361	0.006737361	0.005213989	0.005213989	0.003642077	0.003642077	0.689794	0.0980754	0.11233	0.0998002
119	1	-303.344	-316.2384	12.89445	0	1	1	1	0.005551947	0.0002656296	0.006833642	0.006833642	0.00473496	0.00473496	0.0013727	0.0013727	0.682512	0.0716237	0.129636	0.116228
120	0	-306.0817	-314.5987	8.517039	0	1	1	1	0.006587795	0.0006865348	0.006995012	0.006995012	0.00760259	0.00760259	0.0007424405	0.0007424405	0.641591	0.197802	0.0176326	0.142975
121	1	-306.3444	-313.8505	7.506141	0	1	1	1	0.00481281	4.94656e-06	0.005169531	0.005169531	0.00985643	0.00985643	0.003661022	0.003661022	0.50243	0.0961761	0.272041	0.129352
122	0	-305.7887	-322.1478	16.35912	0	1	1	1	0.003662681	6.804458e-05	0.006394579	0.006394579	0.003700972	0.003700972	0.001881034	0.001881034	0.436719	0.205113	0.0680936	0.290075
123	1	-301.9285	-321.6728	19.74438	0	1	0	1	0.006223433	0.0001066229	0.005474553	0.005474553	0.002786188	0.002698435	0.001632405	0.001632405	0.270178	0.348759	0.184998	0.196065
124	0	-299.2565	-320.9458	21.6893	0	1	1	0	0.004502542	5.386905e-05	0.005039935	0.005039935	0.004574935	0.004574935	0.002727341	0.0003099913	0.402318	0.251596	0.20775	0.138335
125	1	-304.9435	-317.1847	12.24113	0	1	1	1	0.004891666	0.00030553	0.007463239	0.007463239	0.005933359	0.005933359	0.0007405147	0.0007405147	0.312223	0.178498	0.0737268	0.435552
126	0	-306.9068	-317.7594	10.85265	0	1	1	1	0.003098847	0.000550846	0.006270361	0.006270361	0.008785131	0.008785131	0.001852055	0.001852055	0.357551	0.408921	0.21701	0.0165181
127	1	-299.1524	-315.1282	15.97579	0	1	1	0	0.005616628	0.0003104938	0.00774733	0.00774733	0.007089396	0.007089396	0.0008372665	0.0006397834	0.236344	0.173547	0.236065	0.354044
128	0	-296.6173	-316.5953	19.97798	0	1	1	0	0.005375604	6.853191e-05	0.007016817	0.007016817	0.004108631	0.004108631	0.001770324	0.0003759779	0.674499	0.0727646	0.116912	0.135824
129	1	-307.3274	-313.5369	6.209422	0	1	1	1	0.006240636	0.0007671404	0.006428023	0.006428023	0.008829078	0.008829078	0.002381972	0.002381972	0.149072	0.0301726	0.281968	0.538787
