Iteration	Posterior	Likelihood	Prior	prob_gain_A_indep	prob_gain_B_indep	prob_loss_A_indep	prob_loss_B_indep	rate_gain_A_when_B0	rate_gain_A_when_B1	rate_gain_B_when_A0	rate_gain_B_when_A1	rate_loss_A_when_B0	rate_loss_A_when_B1	rate_loss_B_when_A0	rate_loss_B_when_A1	rf[1]	rf[2]	rf[3]	rf[4]
3300	-302.3698	-314.6424	12.27269	0	1	1	1	0.004797702	3.088239e-05	0.006371545	0.006371545	0.006518904	0.006518904	0.001587481	0.001587481	0.535162	0.331989	0.0379145	0.0949339
3400	-301.3905	-322.3546	20.96415	0	1	0	1	0.0046745	0.0002095603	0.005174378	0.005174378	0.00585156	0.0009689992	0.0009683065	0.0009683065	0.326181	0.0483907	0.00895947	0.616469
3500	-300.6301	-322.652	22.02188	0	1	1	0	0.003214632	0.0007090125	0.005976345	0.005976345	0.005946999	0.005946999	0.0009363787	0.0001323153	0.579384	0.282986	0.0330515	0.104578
3600	-307.602	-310.6265	3.02453	0	1	1	1	0.004805711	0.0003582669	0.008215794	0.008215794	0.0119762	0.0119762	0.002096033	0.002096033	0.292991	0.240519	0.195536	0.270954
3700	-313.4067	-321.2639	7.857185	0	1	1	1	0.008820969	0.0004175418	0.003918869	0.003918869	0.008428394	0.008428394	0.001609778	0.001609778	0.350122	0.504566	0.0151346	0.130178
3800	-299.5615	-321.6405	22.07898	0	1	1	0	0.004635476	0.0004882462	0.00667794	0.00667794	0.003969593	0.003969593	0.0009738269	0.0001203074	0.183662	0.229907	0.216831	0.369599
3900	-305.3893	-314.3371	8.947849	0	1	1	1	0.006263986	0.0003084924	0.008151025	0.008151025	0.005853226	0.005853226	0.001658198	0.001658198	0.424557	0.0846243	0.235475	0.255344
4000	-299.5757	-311.8385	12.26286	0	1	1	0	0.003900988	7.775057e-05	0.007164108	0.007164108	0.01064695	0.01064695	0.002566512	0.001154824	0.515509	0.00553759	0.0876501	0.391303
4100	-301.7457	-315.6123	13.86662	0	1	1	0	0.006907872	0.0004565227	0.006381467	0.006381467	0.00578173	0.00578173	0.003410895	0.001160099	0.196805	0.000501722	0.62306	0.179633
4200	-303.2266	-312.6672	9.440609	0	1	1	1	0.005942771	1.873566e-05	0.006855559	0.006855559	0.006500519	0.006500519	0.002483336	0.002483336	0.403964	0.428533	0.166774	0.000729702
4300	-304.4772	-317.0265	12.54937	0	1	1	1	0.005792985	0.0003622577	0.00563267	0.00563267	0.005188344	0.005188344	0.002086561	0.002086561	0.458922	0.118299	0.0716525	0.351126
4400	-306.7038	-310.8254	4.121564	0	1	1	1	0.005582149	0.0003012413	0.00805046	0.00805046	0.008671353	0.008671353	0.003880568	0.003880568	0.703058	0.181653	0.0459005	0.0693882
4500	-304.5729	-318.2583	13.68535	0	1	1	1	0.004631729	0.0003649693	0.00634318	0.00634318	0.005056156	0.005056156	0.001666246	0.001666246	0.288504	0.0173315	0.525849	0.168315
4600	-298.0812	-318.1999	20.11867	0	1	1	0	0.004421991	0.0002756127	0.00702907	0.00702907	0.005279162	0.005279162	0.00120932	0.0003768118	0.28646	0.0126526	0.581925	0.118962
4700	-305.3286	-316.2544	10.9258	0	1	1	1	0.005923501	0.0001140753	0.008211474	0.008211474	0.004685691	0.004685691	0.001558066	0.001558066	0.270788	0.232105	0.0582556	0.438852
4800	-307.306	-319.3228	12.01685	0	1	1	1	0.003124171	0.0004726727	0.005637838	0.005637838	0.009533951	0.009533951	0.000763209	0.000763209	0.483924	0.0950945	0.338313	0.0826688
4900	-300.6753	-311.4245	10.74922	0	1	1	0	0.005422301	0.0001084474	0.005175829	0.005175829	0.01275495	0.01275495	0.002648803	0.000733962	0.711396	0.119179	0.155771	0.013654
5000	-295.8091	-321.6698	25.86078	0	1	0	0	0.00539679	0.0002795527	0.006823126	0.006823126	0.005806728	3.551387e-05	0.0002210511	0.001167696	0.481166	0.2875	0.210476	0.020858
5100	-302.447	-316.6418	14.19477	0	1	1	0	0.003561809	0.0007694391	0.007716531	0.007716531	0.01153139	0.01153139	0.0002091682	2.12246e-05	0.715148	0.158652	0.000923495	0.125276
5200	-298.3764	-316.2831	17.90675	0	1	1	0	0.003961594	4.517545e-05	0.007668872	0.007668872	0.007220462	0.007220462	0.001062553	0.0005815065	0.27117	0.384076	0.240825	0.10393
5300	-299.394	-314.1493	14.75529	0	1	1	0	0.00520054	0.0002403886	0.005878627	0.005878627	0.008595146	0.008595146	0.001647449	0.001753724	0.206195	0.166099	0.231001	0.396705
5400	-293.363	-317.6292	24.26616	0	1	0	0	0.004816763	6.77449e-05	0.006925528	0.006925528	0.006650821	3.608529e-05	0.001221075	0.001416933	0.413439	0.189634	0.0260942	0.370833
5500	-297.0288	-314.2659	17.23703	0	1	1	0	0.005702968	0.0001403581	0.007280794	0.007280794	0.006184676	0.006184676	0.001358469	0.000462762	0.400961	0.381094	0.211039	0.00690645
5600	-297.9555	-319.1914	21.23595	0	1	1	0	0.005803234	0.0003480508	0.006154071	0.006154071	0.003976189	0.003976189	0.001227394	9.897258e-05	0.368222	0.158457	0.415837	0.0574839
5700	-297.4434	-313.7509	16.30754	0	1	1	0	0.005481409	0.0004261424	0.006523404	0.006523404	0.00855474	0.00855474	0.0009011501	6.185011e-05	0.56574	0.138047	0.0173073	0.278906
5800	-306.5805	-317.9446	11.36408	0	1	1	1	0.007515205	0.000216077	0.005776883	0.005776883	0.005983369	0.005983369	0.0006152508	0.0006152508	0.398901	0.382243	0.0848379	0.134018
5900	-303.344	-316.2384	12.89445	0	1	1	1	0.005551947	0.0002656296	0.006833642	0.006833642	0.00473496	0.00473496	0.0013727	0.0013727	0.682512	0.0716237	0.129636	0.116228
6000	-306.3444	-313.8505	7.506141	0	1	1	1	0.00481281	4.94656e-06	0.005169531	0.005169531	0.00985643	0.00985643	0.003661022	0.003661022	0.50243	0.0961761	0.272041	0.129352
6100	-301.9285	-321.6728	19.74438	0	1	0	1	0.006223433	0.0001066229	0.005474553	0.005474553	0.002786188	0.002698435	0.001632405	0.001632405	0.270178	0.348759	0.184998	0.196065
6200	-304.9435	-317.1847	12.24113	0	1	1	1	0.004891666	0.00030553	0.007463239	0.007463239	0.005933359	0.005933359	0.0007405147	0.0007405147	0.312223	0.178498	0.0737268	0.435552
6300	-299.1524	-315.1282	15.97579	0	1	1	0	0.005616628	0.0003104938	0.00774733	0.00774733	0.007089396	0.007089396	0.0008372665	0.0006397834	0.236344	0.173547	0.236065	0.354044
6400	-307.3274	-313.5369	6.209422	0	1	1	1	0.006240636	0.0007671404	0.006428023	0.006428023	0.008829078	0.008829078	0.002381972	0.002381972	0.149072	0.0301726	0.281968	0.538787
6500	-309.3153	-313.9399	4.624637	0	1	1	1	0.006721172	0.0007314862	0.007028081	0.007028081	0.006983543	0.006983543	0.004578398	0.004578398	0.445438	0.48061	0.00899193	0.06496
6600	-308.8345	-312.7423	3.907725	0	1	1	1	0.008043349	0.0005725678	0.007370323	0.007370323	0.007779816	0.007779816	0.002908058	0.002908058	0.296639	0.40959	0.212404	0.081367
6700	-301.3158	-316.1126	14.79686	0	1	1	0	0.004446336	0.001006732	0.006244481	0.006244481	0.009183411	0.009183411	0.001228906	0.001169389	0.264826	0.0128305	0.455209	0.267134
6800	-305.3442	-311.643	6.298755	0	1	1	1	0.00854162	6.885528e-06	0.006563744	0.006563744	0.007352459	0.007352459	0.00210346	0.00210346	0.911967	0.0233254	0.0330545	0.0316534
6900	-298.787	-314.5419	15.75485	0	1	1	0	0.005781294	8.229436e-05	0.008230151	0.008230151	0.006609623	0.006609623	0.001490616	0.0002415166	0.155721	0.123557	0.117137	0.603586
7000	-297.4637	-317.1607	19.69696	0	1	1	0	0.00464415	9.450603e-05	0.005123468	0.005123468	0.007375415	0.007375415	0.00116134	0.0005645248	0.691634	0.233576	0.0187844	0.0560053
7100	-302.9768	-313.3328	10.35603	0	1	1	0	0.004368169	1.172767e-05	0.005656364	0.005656364	0.0149512	0.0149512	0.001883104	0.0003200417	0.0588141	0.0567681	0.0777551	0.806663
7200	-304.575	-320.5072	15.93227	0	1	1	0	0.004129204	0.001363239	0.007375547	0.007375547	0.006408479	0.006408479	0.000836469	0.002166284	0.149079	0.0319005	0.44292	0.376101
7300	-296.999	-317.8426	20.8436	0	1	1	0	0.004906757	8.149083e-05	0.005607721	0.005607721	0.004870305	0.004870305	0.002345113	0.0001420855	0.582341	0.0576566	0.0477474	0.312255
7400	-305.5694	-310.2058	4.636464	0	1	1	1	0.006076081	0.000276663	0.006813519	0.006813519	0.01182744	0.01182744	0.001038564	0.001038564	0.57741	0.236053	0.164959	0.0215781
7500	-298.4088	-318.0929	19.68418	0	1	1	0	0.003630114	7.834352e-05	0.006646378	0.006646378	0.006030968	0.006030968	0.002452781	0.0001360692	0.351233	0.2331	0.142489	0.273178
7600	-298.1579	-309.8136	11.65569	0	1	1	0	0.007472163	3.672811e-05	0.007725738	0.007725738	0.008699486	0.008699486	0.001954959	0.0001568349	0.936537	0.0416309	0.0086992	0.0131332
7700	-304.401	-311.4886	7.087557	0	1	1	1	0.00560789	7.530855e-05	0.007107104	0.007107104	0.009014393	0.009014393	0.002068719	0.002068719	0.181009	0.57465	0.222465	0.0218759
7800	-306.7709	-315.1923	8.421398	0	1	1	1	0.006473259	7.238068e-05	0.007403358	0.007403358	0.006206123	0.006206123	0.002543489	0.002543489	0.0293197	0.190512	0.231182	0.548987
7900	-302.8397	-312.4959	9.656263	0	1	1	1	0.005171653	0.0001495324	0.00678975	0.00678975	0.007949924	0.007949924	0.001550118	0.001550118	0.545815	0.021005	0.340718	0.0924624
8000	-302.7483	-317.232	14.48368	0	1	1	0	0.006817053	0.0008458685	0.004777697	0.004777697	0.008769495	0.008769495	0.001611555	0.0007334315	0.385156	0.0829449	0.196671	0.335228
8100	-305.8528	-322.8063	16.9535	0	1	1	0	0.004129522	0.002081405	0.00697426	0.00697426	0.004780951	0.004780951	0.002213466	0.001200155	0.398524	0.181236	0.230171	0.190068
8200	-304.0715	-313.8511	9.779556	0	1	1	1	0.006704255	2.19916e-05	0.007795358	0.007795358	0.005304886	0.005304886	0.001675894	0.001675894	0.554161	0.115896	0.0245586	0.305385
8300	-304.875	-315.7365	10.86152	0	1	1	1	0.003883228	0.0002820353	0.006219253	0.006219253	0.009119277	0.009119277	0.001045635	0.001045635	0.35202	0.216478	0.0782798	0.353222
8400	-297.3125	-313.2647	15.95214	0	1	1	0	0.004747549	0.0001313689	0.006139242	0.006139242	0.008065569	0.008065569	0.00141875	0.001759241	0.907993	0.0121057	0.0606606	0.0192411
8500	-298.3524	-311.0182	12.66586	0	1	1	0	0.005407153	3.137028e-05	0.006959884	0.006959884	0.01076772	0.01076772	0.0009359615	0.001054088	0.430011	0.216991	0.155725	0.197273
8600	-299.4102	-311.1991	11.7889	0	1	1	0	0.005426849	0.0004231738	0.006597694	0.006597694	0.01083878	0.01083878	0.001708365	0.0009337241	0.388226	0.0420701	0.370949	0.198755
8700	-306.3548	-317.8795	11.52468	0	1	1	1	0.005098324	3.11356e-05	0.009084879	0.009084879	0.003997759	0.003997759	0.001753236	0.001753236	0.547629	0.0798525	0.304639	0.0678802
8800	-304.8758	-312.7305	7.854772	0	1	1	1	0.004086122	9.868047e-05	0.006720792	0.006720792	0.009709732	0.009709732	0.002582349	0.002582349	0.312359	0.024316	0.469293	0.194032
8900	-308.351	-314.2939	5.942892	0	1	1	1	0.003347344	0.0006021662	0.005939778	0.005939778	0.01304924	0.01304924	0.001943075	0.001943075	0.506079	0.230592	0.191344	0.0719847
9000	-304.178	-314.2982	10.12017	0	1	1	1	0.005053961	0.0006065626	0.006731744	0.006731744	0.007611694	0.007611694	0.00119842	0.00119842	0.692882	0.187944	0.108157	0.0110173
9100	-304.4446	-317.8921	13.44748	0	1	1	1	0.004648891	0.0001443647	0.007666424	0.007666424	0.004204887	0.004204887	0.001607221	0.001607221	0.515679	0.0975444	0.087885	0.298892
9200	-300.1624	-312.4554	12.29298	0	1	1	0	0.004205228	0.0003277158	0.007557826	0.007557826	0.01045182	0.01045182	0.00198004	0.0009619713	0.297207	0.0497464	0.326947	0.3261
9300	-299.0782	-315.8188	16.74065	0	1	1	0	0.007345748	0.000276426	0.007007556	0.007007556	0.00577717	0.00577717	0.0009678757	0.0001924526	0.347881	0.154821	0.161844	0.335454
9400	-304.4837	-313.9353	9.451639	0	1	1	1	0.006041692	0.0001307444	0.00731012	0.00731012	0.005874226	0.005874226	0.002434423	0.002434423	0.237015	0.0438885	0.642845	0.0762512
9500	-301.3757	-316.1613	14.78555	0	1	0	1	0.006584079	0.0002458906	0.005907955	0.005907955	0.009397042	0.0003591125	0.0007951417	0.0007951417	0.494175	0.0211182	0.459089	0.025618
9600	-303.252	-314.7705	11.51855	0	1	1	1	0.005267579	5.189016e-05	0.006006537	0.006006537	0.00731333	0.00731333	0.001331393	0.001331393	0.258998	0.327013	0.228614	0.185375
9700	-304.1525	-317.4337	13.28128	0	1	1	1	0.005444875	0.0002669564	0.007374226	0.007374226	0.004005517	0.004005517	0.0013266	0.0013266	0.655609	0.152128	0.147925	0.044338
9800	-306.3818	-315.0639	8.682061	0	1	0	1	0.007223577	0.001011235	0.00671561	0.00671561	0.01018065	9.673049e-05	0.003437188	0.003437188	0.533915	0.0872871	0.0775946	0.301203
9900	-299.3288	-314.8238	15.49503	0	1	1	0	0.004702401	0.0003247715	0.005882003	0.005882003	0.007785426	0.007785426	0.001567728	0.002402	0.505517	0.221948	0.121703	0.150832
10000	-304.2808	-316.8829	12.60207	0	1	1	1	0.005031741	9.814842e-06	0.007183808	0.007183808	0.004107648	0.004107648	0.002683391	0.002683391	0.394592	0.165464	0.134323	0.305622
10100	-303.0679	-318.2511	15.18316	0	1	0	1	0.004185895	0.0002479065	0.005743	0.005743	0.009003508	0.0006199912	0.003138713	0.003138713	0.246586	0.211036	0.173513	0.368866
10200	-304.5831	-316.3546	11.77142	0	1	1	1	0.005056973	9.298125e-05	0.005913816	0.005913816	0.006062946	0.006062946	0.002621295	0.002621295	0.161051	0.283287	0.0124184	0.543243
10300	-308.7918	-320.4705	11.67865	0	1	1	1	0.005111121	0.0006887704	0.007089298	0.007089298	0.006272822	0.006272822	0.00066771	0.00066771	0.01892	0.474035	0.50428	0.00276457
10400	-295.3529	-317.0193	21.66638	0	1	0	0	0.007126119	0.0002639714	0.007776708	0.007776708	0.004070766	0.001833695	0.002339168	1.43264e-05	0.664549	0.13934	0.114443	0.0816683
10500	-301.5975	-320.8141	19.21663	0	1	1	0	0.004029876	8.854688e-05	0.008305143	0.008305143	0.006263846	0.006263846	0.0005217195	0.0001773299	0.0380549	0.853166	0.0739237	0.034855
10600	-298.754	-320.4153	21.66133	0	1	1	0	0.004528032	0.0001691	0.005678185	0.005678185	0.003824541	0.003824541	0.002790334	0.0002430524	0.620631	0.00268603	0.268676	0.108007
10700	-308.1304	-313.115	4.984614	0	1	1	1	0.004598788	0.0005535407	0.008346989	0.008346989	0.01072567	0.01072567	0.001500633	0.001500633	0.168436	0.131888	0.325598	0.374078
10800	-301.6078	-316.3317	14.72383	0	1	1	0	0.0064217	0.0009979127	0.005499169	0.005499169	0.007873359	0.007873359	0.001642229	0.0009092122	0.329649	0.249578	0.384718	0.0360544
10900	-296.499	-320.6656	24.16664	0	1	0	0	0.006675554	0.0002331603	0.005662032	0.005662032	0.003418369	0.003171136	0.001680493	0.000381859	0.170324	0.539317	0.232829	0.0575295
11000	-298.9522	-315.3606	16.40844	0	1	1	0	0.006781717	0.0001187257	0.007481837	0.007481837	0.004242029	0.004242029	0.002095431	0.001140087	0.563976	0.0212737	0.372049	0.0427015
11100	-304.1561	-314.0733	9.917215	0	1	1	1	0.005535143	9.277676e-05	0.007792108	0.007792108	0.006898133	0.006898133	0.001062978	0.001062978	0.315255	0.177329	0.318196	0.18922
11200	-303.4192	-321.3269	17.90771	0	1	0	1	0.004307359	9.968646e-05	0.00497148	0.00497148	0.008509448	0.0003764236	0.002274924	0.002274924	0.0667091	0.085226	0.491315	0.35675
11300	-305.5935	-312.4849	6.89137	0	1	1	1	0.004978285	0.000177179	0.006655875	0.006655875	0.008268757	0.008268757	0.003966116	0.003966116	0.507469	0.00971496	0.168413	0.314403
11400	-298.6135	-311.748	13.1345	0	1	1	0	0.005379664	2.474957e-05	0.006158461	0.006158461	0.01074374	0.01074374	0.000920998	0.001515804	0.493974	0.135725	0.17965	0.190652
11500	-304.1725	-314.3158	10.14328	0	1	1	0	0.007819058	0.000172463	0.008341298	0.008341298	0.006049943	0.006049943	0.002787665	0.002207565	0.158278	0.391118	0.273454	0.17715
11600	-299.1451	-316.2989	17.15374	0	1	1	0	0.003856852	0.0002129617	0.006665115	0.006665115	0.007875327	0.007875327	0.001699775	0.0008933582	0.168339	0.488468	0.21176	0.131432
11700	-303.2403	-311.6292	8.388974	0	1	1	1	0.005925446	0.000163774	0.006753052	0.006753052	0.008288506	0.008288506	0.00159639	0.00159639	0.519057	0.187501	0.191537	0.101906
11800	-304.4153	-316.5634	12.14811	0	1	1	1	0.003883188	0.000191114	0.005650941	0.005650941	0.00834948	0.00834948	0.001341511	0.001341511	0.46282	0.0224597	0.453527	0.0611939
11900	-299.8651	-319.4041	19.53903	0	1	1	0	0.003455152	1.007878e-05	0.007400382	0.007400382	0.005858904	0.005858904	0.001718071	0.0006599165	0.149199	0.537824	0.155125	0.157852
12000	-308.8859	-315.2321	6.346281	0	1	1	1	0.007248575	0.0004027712	0.007667158	0.007667158	0.004842018	0.004842018	0.004365786	0.004365786	0.463945	0.0101857	0.412953	0.112916
12100	-299.5389	-311.846	12.30707	0	1	1	0	0.006297016	0.000695777	0.006928101	0.006928101	0.009827163	0.009827163	0.001575595	0.0001485373	0.44578	0.40465	0.00126251	0.148308
12200	-308.9342	-320.5533	11.61911	0	1	1	1	0.006187893	0.0002774698	0.005043335	0.005043335	0.004139861	0.004139861	0.004233602	0.004233602	0.25032	0.0800579	0.155369	0.514253
12300	-300.1318	-312.9769	12.84511	0	1	1	0	0.007350542	4.183474e-05	0.007511723	0.007511723	0.008580412	0.008580412	0.001075787	0.000438004	0.120549	0.516077	0.274851	0.0885231
12400	-307.1161	-325.58	18.46394	0	1	1	1	0.005365506	2.081278e-05	0.004531496	0.004531496	0.002929618	0.002929618	0.001006017	0.001006017	0.484917	0.219946	0.259684	0.0354532
12500	-299.1044	-320.3714	21.26699	0	1	1	0	0.004542178	0.0001866111	0.006304	0.006304	0.003675668	0.003675668	0.002293483	0.0005786281	0.288608	0.620119	0.0198675	0.0714057
12600	-300.8762	-320.2663	19.39009	0	1	1	0	0.007221981	4.356952e-05	0.005241543	0.005241543	0.003978564	0.003978564	0.00214361	0.0006044119	0.0941977	0.307151	0.113629	0.485022
12700	-304.6997	-313.1205	8.420761	0	1	1	1	0.004493282	0.000131787	0.005881518	0.005881518	0.0107973	0.0107973	0.001395286	0.001395286	0.321226	0.484875	0.0344844	0.159414
12800	-297.2996	-316.0427	18.74308	0	1	1	0	0.005237553	9.300844e-05	0.006307777	0.006307777	0.006873803	0.006873803	0.0005570972	0.0007343084	0.570871	0.154252	0.132477	0.1424
12900	-305.8904	-312.1294	6.238947	0	1	1	1	0.006325834	0.0002314709	0.005837635	0.005837635	0.01001262	0.01001262	0.002213289	0.002213289	0.182962	0.250045	0.116017	0.450976
13000	-299.0948	-318.9393	19.84448	0	1	1	0	0.005615149	0.0002537055	0.004821428	0.004821428	0.007145707	0.007145707	0.0009958817	1.599458e-06	0.284686	0.52788	0.0133509	0.174084
13100	-296.8661	-312.9521	16.08606	0	1	1	0	0.004242259	2.036953e-05	0.006276581	0.006276581	0.009868034	0.009868034	0.001559735	0.0001767965	0.454621	0.140686	0.213945	0.190748
13200	-296.7585	-315.0107	18.2522	0	1	1	0	0.006129221	0.0002375117	0.00671695	0.00671695	0.005812202	0.005812202	0.001296081	4.393166e-05	0.463112	0.0106626	0.466249	0.0599772
13300	-296.4965	-320.0283	23.53184	0	1	0	0	0.006180315	0.0006363345	0.006325226	0.006325226	0.006658132	0.0006077402	0.0007997114	0.0005742583	0.149314	0.295606	0.476318	0.0787615
13400	-299.3994	-318.4516	19.05223	0	1	1	0	0.00424993	0.0006555958	0.006688509	0.006688509	0.006630692	0.006630692	0.001042204	0.0002643302	0.20326	0.175896	0.32301	0.297833
13500	-306.2013	-319.8163	13.61502	0	1	1	1	0.003843962	5.455129e-05	0.008139063	0.008139063	0.005416438	0.005416438	0.0006702142	0.0006702142	0.31303	0.0578177	0.278275	0.350877
13600	-304.7308	-317.3573	12.62646	0	1	1	1	0.005857462	0.0002039819	0.006254625	0.006254625	0.005785724	0.005785724	0.0008931294	0.0008931294	0.161024	0.229633	0.405456	0.203887
13700	-304.0962	-315.2123	11.11613	0	1	1	1	0.003968056	0.0001249735	0.006757919	0.006757919	0.007558483	0.007558483	0.001915739	0.001915739	0.314073	0.116315	0.27157	0.298042
